,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
FBgn0038100.3,1.24748228671533e-16,1.40719853834666,0.775,0.737,2.49496457343066e-13,8,FBgn0038100
FBgn0045770,1.42561633832442e-16,2.11273581141207,0.592,0.314,2.85123267664884e-13,8,FBgn0045770
FBgn0034658,1.48601681610381e-16,1.50389117196242,0.592,0.327,2.97203363220763e-13,8,FBgn0034658
FBgn0037059,1.57068650894912e-16,0.53294927252017,0.633,0.464,3.14137301789824e-13,8,FBgn0037059
FBgn0035679.7,1.65433312697236e-16,-1.03332076035492,0.556,0.755,3.30866625394472e-13,8,FBgn0035679
FBgn0039463,1.95330415491186e-16,0.833355567982094,0.556,0.227,3.90660830982371e-13,8,FBgn0039463
FBgn0051642,1.95839596130812e-16,0.753024863850412,0.58,0.272,3.91679192261624e-13,8,FBgn0051642
FBgn0032447,2.10405888464442e-16,0.576982781307264,0.598,0.417,4.20811776928883e-13,8,FBgn0032447
FBgn0029949,2.33022536968564e-16,0.474051810733514,0.55,0.219,4.66045073937129e-13,8,FBgn0029949
FBgn0025838,2.34295054867488e-16,0.617632904368987,0.627,0.422,4.68590109734976e-13,8,FBgn0025838
FBgn0015924.4,2.38305070782298e-16,-0.79470544094339,0.722,0.777,4.76610141564595e-13,8,FBgn0015924
FBgn0033224,2.39963910864422e-16,1.58969208643953,0.71,0.653,4.79927821728845e-13,8,FBgn0033224
FBgn0038266,2.61809602899291e-16,0.470351044078845,0.615,0.357,5.23619205798582e-13,8,FBgn0038266
FBgn0029657,2.81035201513931e-16,0.922470747188916,0.669,0.596,5.62070403027861e-13,8,FBgn0029657
FBgn0000279.6,3.23353999924707e-16,-1.03267108198091,0.627,0.82,6.46707999849414e-13,8,FBgn0000279
FBgn0033504.7,3.50021841617328e-16,-0.944258736705114,0.509,0.76,7.00043683234657e-13,8,FBgn0033504
FBgn0051029,3.56455190107937e-16,1.62565795315744,0.651,0.494,7.12910380215875e-13,8,FBgn0051029
FBgn0026090.2,3.81613508402458e-16,-0.260449363897092,0.55,0.785,7.63227016804916e-13,8,FBgn0026090
FBgn0011754.1,4.22575094623384e-16,0.496517738945853,0.799,0.667,8.45150189246768e-13,8,FBgn0011754
FBgn0046225,4.52674000696635e-16,0.918387362840342,0.598,0.379,9.0534800139327e-13,8,FBgn0046225
FBgn0039875,4.57459851621427e-16,1.7140346552101,0.74,0.671,9.14919703242853e-13,8,FBgn0039875
FBgn0051709,4.60646395990015e-16,1.83923332644194,0.609,0.332,9.2129279198003e-13,8,FBgn0051709
FBgn0034173,4.76051961272603e-16,0.863773853555728,0.473,0.154,9.52103922545205e-13,8,FBgn0034173
FBgn0267727.7,5.07431707153293e-16,1.73274031819183,0.763,0.782,1.01486341430659e-12,8,FBgn0267727
FBgn0032248,5.80062798770352e-16,0.838777804808514,0.68,0.622,1.1601255975407e-12,8,FBgn0032248
FBgn0033074,6.12790938441593e-16,1.49270393502133,0.598,0.402,1.22558187688319e-12,8,FBgn0033074
FBgn0033063,6.15307545658886e-16,0.987234377084854,0.669,0.523,1.23061509131777e-12,8,FBgn0033063
FBgn0030191,6.18292635138457e-16,1.05151185195016,0.592,0.3,1.23658527027691e-12,8,FBgn0030191
FBgn0029658,6.4636715099315e-16,0.437928134374941,0.58,0.308,1.2927343019863e-12,8,FBgn0029658
FBgn0036807,8.6097456749115e-16,0.397094405143957,0.473,0.201,1.7219491349823e-12,8,FBgn0036807
FBgn0259148,8.95821101311808e-16,0.896074909211682,0.544,0.212,1.79164220262362e-12,8,FBgn0259148
FBgn0085486,9.33179515686875e-16,0.592454395150365,0.58,0.233,1.86635903137375e-12,8,FBgn0085486
FBgn0036090,9.58788720089532e-16,1.0472102778809,0.692,0.596,1.91757744017906e-12,8,FBgn0036090
FBgn0261992,9.67883770974313e-16,0.978635348228768,0.598,0.351,1.93576754194863e-12,8,FBgn0261992
FBgn0019661.7,9.97862816162545e-16,-0.69098393846812,0.793,0.888,1.99572563232509e-12,8,FBgn0019661
FBgn0028997,1.01013797103347e-15,1.47600380024342,0.663,0.568,2.02027594206693e-12,8,FBgn0028997
FBgn0037746,1.06470906957962e-15,1.61126670877389,0.651,0.533,2.12941813915923e-12,8,FBgn0037746
FBgn0032366,1.13915114839346e-15,1.02785260277974,0.621,0.405,2.27830229678693e-12,8,FBgn0032366
FBgn0039760,1.25741894337094e-15,0.638674660882322,0.444,0.111,2.51483788674188e-12,8,FBgn0039760
FBgn0033865,1.51775132238053e-15,0.669069736897111,0.639,0.491,3.03550264476106e-12,8,FBgn0033865
FBgn0264383,1.55093941720603e-15,1.38475158706404,0.604,0.371,3.10187883441207e-12,8,FBgn0264383
FBgn0015872.7,1.55949632464574e-15,-1.74991633026609,0.817,0.888,3.11899264929148e-12,8,FBgn0015872
FBgn0085454,1.9156248330902e-15,0.427218183798991,0.627,0.473,3.83124966618039e-12,8,FBgn0085454
FBgn0035955,1.95621811391206e-15,1.44598581624415,0.609,0.392,3.91243622782412e-12,8,FBgn0035955
FBgn0022943,2.17758027067104e-15,1.64704246575452,0.704,0.675,4.35516054134209e-12,8,FBgn0022943
FBgn0263084,2.19672584454365e-15,0.516131547130789,0.249,0.338,4.3934516890873e-12,8,FBgn0263084
FBgn0035218,2.24206252950527e-15,0.517496435492577,0.58,0.283,4.48412505901053e-12,8,FBgn0035218
FBgn0051473,2.3608185285742e-15,0.866329174397775,0.663,0.572,4.72163705714841e-12,8,FBgn0051473
FBgn0039398,2.63751652975199e-15,1.29266550025204,0.609,0.404,5.27503305950398e-12,8,FBgn0039398
FBgn0034816,2.70100072249399e-15,1.88609962881469,0.609,0.418,5.40200144498798e-12,8,FBgn0034816
FBgn0026141,3.09347423296538e-15,1.71979223945123,0.609,0.359,6.18694846593077e-12,8,FBgn0026141
FBgn0036159,3.39248814175117e-15,1.76918469545575,0.598,0.36,6.78497628350233e-12,8,FBgn0036159
FBgn0032405.8,3.3967822107103e-15,-0.762274122485141,0.686,0.775,6.79356442142059e-12,8,FBgn0032405
FBgn0038376,3.45509297358977e-15,0.762760911229353,0.704,0.61,6.91018594717954e-12,8,FBgn0038376
FBgn0261989.7,3.50452378996818e-15,-0.268414052857306,0.544,0.783,7.00904757993637e-12,8,FBgn0261989
FBgn0000071.6,4.01735616085093e-15,-0.480916667658598,0.515,0.689,8.03471232170186e-12,8,FBgn0000071
FBgn0031849,4.01796310144329e-15,1.3894162039296,0.586,0.33,8.03592620288658e-12,8,FBgn0031849
FBgn0034863,5.01238207020509e-15,0.526919435468385,0.639,0.568,1.00247641404102e-11,8,FBgn0034863
FBgn0034408.4,5.1971380047883e-15,-0.92509262279844,0.651,0.721,1.03942760095766e-11,8,FBgn0034408
FBgn0032251,5.3664162845816e-15,0.890172480956916,0.639,0.59,1.07328325691632e-11,8,FBgn0032251
FBgn0035724,5.69416801518972e-15,0.605562397950103,0.657,0.506,1.13883360303794e-11,8,FBgn0035724
FBgn0061435,5.83092918320252e-15,0.709814975493106,0.586,0.315,1.1661858366405e-11,8,FBgn0061435
FBgn0032677,7.51786631860535e-15,1.17835468380236,0.521,0.291,1.50357326372107e-11,8,FBgn0032677
FBgn0042138,7.6235609312213e-15,0.852350880212741,0.781,0.67,1.52471218624426e-11,8,FBgn0042138
FBgn0035161,8.42081512366025e-15,1.5507429376176,0.592,0.371,1.68416302473205e-11,8,FBgn0035161
FBgn0031052,9.02203706260692e-15,1.13580771059645,0.675,0.596,1.80440741252139e-11,8,FBgn0031052
FBgn0038655,9.46200823970795e-15,1.59406281643504,0.592,0.385,1.89240164794159e-11,8,FBgn0038655
FBgn0046873,1.00522147350064e-14,0.633708899322413,0.556,0.249,2.01044294700128e-11,8,FBgn0046873
FBgn0035730,1.09359435961017e-14,0.273378693579208,0.207,0.285,2.18718871922035e-11,8,FBgn0035730
FBgn0015600.1,1.13375874039697e-14,1.26653333244136,0.71,0.602,2.26751748079393e-11,8,FBgn0015600
FBgn0031728,1.21211838780258e-14,1.60720236906279,0.574,0.278,2.42423677560516e-11,8,FBgn0031728
FBgn0264347,1.2804210461844e-14,1.55657399768898,0.586,0.276,2.5608420923688e-11,8,FBgn0264347
FBgn0000579.4,1.34392564284813e-14,-0.428385848538798,0.704,0.844,2.68785128569626e-11,8,FBgn0000579
FBgn0265625,1.44879475193381e-14,0.909299329730216,0.598,0.391,2.89758950386762e-11,8,FBgn0265625
FBgn0085442.6,1.45042882891731e-14,-0.446108625399129,0.521,0.685,2.90085765783462e-11,8,FBgn0085442
FBgn0052713,1.4651564032226e-14,0.521550621870523,0.16,0.306,2.9303128064452e-11,8,FBgn0052713
FBgn0033544.2,1.47465761425648e-14,1.77569842685438,0.71,0.688,2.94931522851295e-11,8,FBgn0033544
FBgn0052588,1.5443228839879e-14,1.72867942092163,0.58,0.325,3.08864576797579e-11,8,FBgn0052588
FBgn0038281,1.60502222318299e-14,0.799484746633933,0.604,0.386,3.21004444636598e-11,8,FBgn0038281
FBgn0034839,1.6601537397642e-14,1.14974648686143,0.609,0.343,3.3203074795284e-11,8,FBgn0034839
FBgn0030625,1.70399416346718e-14,1.16690325416809,0.663,0.575,3.40798832693436e-11,8,FBgn0030625
FBgn0033438.6,1.81530908861901e-14,-0.789474139345201,0.385,0.599,3.63061817723801e-11,8,FBgn0033438
FBgn0032748,1.93206959433591e-14,1.00247761201342,0.698,0.622,3.86413918867182e-11,8,FBgn0032748
FBgn0032515,2.17549899853739e-14,1.65845085936929,0.675,0.638,4.35099799707478e-11,8,FBgn0032515
FBgn0031150.5,2.57023212645098e-14,-0.744625257717722,0.544,0.686,5.14046425290196e-11,8,FBgn0031150
FBgn0034827,2.9100557433606e-14,0.667959816074214,0.58,0.329,5.82011148672119e-11,8,FBgn0034827
FBgn0051948,3.18435041748033e-14,1.46896548672562,0.562,0.269,6.36870083496066e-11,8,FBgn0051948
FBgn0034104,3.18609390837178e-14,0.403654212174686,0.562,0.278,6.37218781674356e-11,8,FBgn0034104
FBgn0039147,3.18930914670036e-14,0.37487150979266,0.586,0.356,6.37861829340071e-11,8,FBgn0039147
FBgn0036730,3.32337305359023e-14,0.771537604987892,0.562,0.292,6.64674610718046e-11,8,FBgn0036730
FBgn0040812,3.48957067389801e-14,0.915366027212403,0.592,0.261,6.97914134779602e-11,8,FBgn0040812
FBgn0052718,3.51223992960265e-14,1.09958241183989,0.574,0.301,7.02447985920529e-11,8,FBgn0052718
FBgn0023516.1,3.56125684582398e-14,1.59278890592389,0.698,0.591,7.12251369164796e-11,8,FBgn0023516
FBgn0035497.4,3.69948095693914e-14,2.35293129722283,0.728,0.659,7.39896191387828e-11,8,FBgn0035497
FBgn0028868,4.29610649904767e-14,1.091328307001,0.574,0.33,8.59221299809533e-11,8,FBgn0028868
FBgn0028397,4.3754608846804e-14,1.22796760114396,0.686,0.634,8.75092176936081e-11,8,FBgn0028397
FBgn0030241.5,4.43706184467716e-14,0.818945783459632,0.71,0.589,8.87412368935431e-11,8,FBgn0030241
FBgn0032590,4.79305251581342e-14,0.28188567701766,0.609,0.446,9.58610503162685e-11,8,FBgn0032590
FBgn0050404,4.84216934583196e-14,1.32064287326028,0.698,0.607,9.68433869166392e-11,8,FBgn0050404
FBgn0034800,4.92861692878691e-14,0.439978901815717,0.639,0.514,9.85723385757382e-11,8,FBgn0034800
FBgn0033153.6,5.00736611369677e-14,-1.09093605235177,0.68,0.777,1.00147322273935e-10,8,FBgn0033153
FBgn0267849.6,5.58759389518133e-14,1.54108025702778,0.834,0.729,1.11751877903627e-10,8,FBgn0267849
FBgn0031554,6.88315608842719e-14,1.20030201914088,0.586,0.303,1.37663121768544e-10,8,FBgn0031554
FBgn0051406,7.47806666441424e-14,0.374351458538398,0.544,0.235,1.49561333288285e-10,8,FBgn0051406
FBgn0032294,7.49577231588021e-14,1.2814610919957,0.574,0.222,1.49915446317604e-10,8,FBgn0032294
FBgn0035638,7.65026629106892e-14,1.24892789937103,0.598,0.382,1.53005325821378e-10,8,FBgn0035638
FBgn0043025,7.82927156048091e-14,1.20580404564124,0.598,0.482,1.56585431209618e-10,8,FBgn0043025
FBgn0003742,9.27899024823907e-14,0.975514156665855,0.722,0.685,1.85579804964781e-10,8,FBgn0003742
FBgn0262361,9.31684460351158e-14,1.34492685630486,0.562,0.237,1.86336892070232e-10,8,FBgn0262361
FBgn0040670,9.37111238076328e-14,0.917871032719271,0.657,0.679,1.87422247615266e-10,8,FBgn0040670
FBgn0263930.6,1.06707009561288e-13,-0.719340478537278,0.55,0.666,2.13414019122577e-10,8,FBgn0263930
FBgn0032516,1.07231692951702e-13,0.647320539898484,0.763,0.647,2.14463385903404e-10,8,FBgn0032516
FBgn0032624,1.33605137509894e-13,1.58180675452406,0.58,0.28,2.67210275019787e-10,8,FBgn0032624
FBgn0037933,1.42337970381376e-13,1.63526536115024,0.686,0.674,2.84675940762753e-10,8,FBgn0037933
FBgn0038890.8,1.44274930506559e-13,-0.46818735575663,0.657,0.812,2.88549861013118e-10,8,FBgn0038890
FBgn0030462,1.46544343862205e-13,1.5244008530262,0.58,0.312,2.9308868772441e-10,8,FBgn0030462
FBgn0034838,1.47811661008958e-13,0.691203478943498,0.562,0.244,2.95623322017915e-10,8,FBgn0034838
FBgn0028579,1.53019766535029e-13,1.36406541886089,0.692,0.649,3.06039533070057e-10,8,FBgn0028579
FBgn0051347,1.77328410568189e-13,0.574382852572419,0.544,0.234,3.54656821136379e-10,8,FBgn0051347
FBgn0053322,1.83325094378486e-13,0.420023471902457,0.195,0.375,3.66650188756972e-10,8,FBgn0053322
FBgn0036742.8,2.10749196272254e-13,-1.04036588160205,0.757,0.793,4.21498392544508e-10,8,FBgn0036742
FBgn0036437,2.11228579458188e-13,2.49673139309585,0.574,0.314,4.22457158916376e-10,8,FBgn0036437
FBgn0043783,2.17069282361282e-13,0.832571245879345,0.657,0.604,4.34138564722563e-10,8,FBgn0043783
FBgn0040679,2.21828145832366e-13,1.03485514353704,0.592,0.329,4.43656291664732e-10,8,FBgn0040679
FBgn0264712,2.29557478526899e-13,1.08260308733632,0.698,0.584,4.59114957053797e-10,8,FBgn0264712
FBgn0051773,2.39437693379669e-13,0.622750108893706,0.533,0.265,4.78875386759338e-10,8,FBgn0051773
FBgn0040805,2.39488995809924e-13,0.510363492199416,0.538,0.327,4.78977991619848e-10,8,FBgn0040805
FBgn0036848.3,2.50999019537339e-13,-0.369896666025505,0.444,0.638,5.01998039074678e-10,8,FBgn0036848
FBgn0266579,2.55957721998646e-13,0.313021548891914,0.562,0.365,5.11915443997292e-10,8,FBgn0266579
FBgn0035952,2.67751967588978e-13,1.20484809205457,0.586,0.418,5.35503935177956e-10,8,FBgn0035952
FBgn0024542,2.83810524028414e-13,0.335187880449166,0.355,0.646,5.67621048056829e-10,8,FBgn0024542
FBgn0037742,3.03087036871996e-13,1.30558396960047,0.592,0.37,6.06174073743993e-10,8,FBgn0037742
FBgn0032003,3.08363325261423e-13,0.94481681936134,0.663,0.527,6.16726650522847e-10,8,FBgn0032003
FBgn0054029,3.84642282316322e-13,1.38780852846556,0.556,0.266,7.69284564632644e-10,8,FBgn0054029
FBgn0064912,4.07516308178621e-13,0.488125668582849,0.574,0.308,8.15032616357241e-10,8,FBgn0064912
FBgn0033268.1,4.3534984911253e-13,2.57664925007548,0.621,0.557,8.70699698225059e-10,8,FBgn0033268
FBgn0035708.7,4.83023768497936e-13,-1.35916062595141,0.799,0.82,9.66047536995873e-10,8,FBgn0035708
FBgn0028980,4.88024390565599e-13,0.461736183937473,0.74,0.637,9.76048781131198e-10,8,FBgn0028980
FBgn0034423,4.91805872068942e-13,1.28705184052982,0.58,0.282,9.83611744137884e-10,8,FBgn0034423
FBgn0039065,4.98456840760475e-13,0.785893544285155,0.686,0.624,9.96913681520949e-10,8,FBgn0039065
FBgn0262991,5.0198181034957e-13,0.774924345147166,0.568,0.336,1.00396362069914e-09,8,FBgn0262991
FBgn0039532,5.05576697211811e-13,1.03523949205273,0.645,0.485,1.01115339442362e-09,8,FBgn0039532
FBgn0051482,5.26034367478103e-13,1.39468267480532,0.598,0.35,1.05206873495621e-09,8,FBgn0051482
FBgn0014870.1,5.41706629337883e-13,1.40188002757585,0.704,0.605,1.08341325867577e-09,8,FBgn0014870
FBgn0032250,5.50902476239473e-13,1.20321085008174,0.698,0.642,1.10180495247895e-09,8,FBgn0032250
FBgn0033461,5.51114008574913e-13,0.602105618436437,0.604,0.431,1.10222801714983e-09,8,FBgn0033461
FBgn0037378,5.71160680891837e-13,1.14962191841545,0.728,0.694,1.14232136178367e-09,8,FBgn0037378
FBgn0035008,7.79761269098357e-13,1.49734510437741,0.592,0.363,1.55952253819671e-09,8,FBgn0035008
FBgn0040011,7.80584930290119e-13,1.2995827017627,0.71,0.626,1.56116986058024e-09,8,FBgn0040011
FBgn0004456.8,7.82141323459919e-13,-1.20250110661347,0.68,0.753,1.56428264691984e-09,8,FBgn0004456
FBgn0036752.6,7.85372892531722e-13,-1.06279159713643,0.568,0.749,1.57074578506344e-09,8,FBgn0036752
FBgn0051729.7,1.01377234823274e-12,-1.44652454508292,0.645,0.761,2.02754469646549e-09,8,FBgn0051729
FBgn0011227.3,1.04019077443031e-12,1.39908363641278,0.852,0.855,2.08038154886061e-09,8,FBgn0011227
FBgn0026147,1.1723335813124e-12,1.05875974695076,0.686,0.618,2.3446671626248e-09,8,FBgn0026147
FBgn0262972.2,1.28933119608779e-12,0.329471711778637,0.586,0.406,2.57866239217559e-09,8,FBgn0262972
FBgn0037910,1.50993873408036e-12,1.04500644475978,0.568,0.297,3.01987746816072e-09,8,FBgn0037910
FBgn0030846,1.52281031299389e-12,0.634593996341414,0.651,0.638,3.04562062598778e-09,8,FBgn0030846
FBgn0014857.2,1.62418572406633e-12,-0.398977364883639,0.574,0.854,3.24837144813265e-09,8,FBgn0014857
FBgn0085217,1.68014273997294e-12,0.712590676697052,0.586,0.368,3.36028547994589e-09,8,FBgn0085217
FBgn0032499.8,1.68985256911105e-12,-0.334033057760331,0.627,0.753,3.37970513822209e-09,8,FBgn0032499
FBgn0000046,1.74364711271702e-12,0.575599816279299,0.621,0.473,3.48729422543404e-09,8,FBgn0000046
FBgn0037086,1.88203708926164e-12,0.936381169994934,0.556,0.267,3.76407417852328e-09,8,FBgn0037086
FBgn0250822,1.88841728333636e-12,0.958924765985195,0.562,0.239,3.77683456667272e-09,8,FBgn0250822
FBgn0013675.1,2.03152152507901e-12,-0.407284322976509,0.953,0.994,4.06304305015801e-09,8,FBgn0013675
FBgn0040649,2.16321093907378e-12,0.964120225222269,0.538,0.278,4.32642187814755e-09,8,FBgn0040649
FBgn0264815.7,2.19917102296115e-12,-0.36951581761197,0.385,0.61,4.39834204592231e-09,8,FBgn0264815
FBgn0042712.4,2.34100950666216e-12,1.1806553927073,0.757,0.66,4.68201901332433e-09,8,FBgn0042712
FBgn0050109,2.37527499857646e-12,1.09821684797099,0.651,0.603,4.75054999715291e-09,8,FBgn0050109
FBgn0036075,2.48569765800581e-12,1.00379120838483,0.562,0.318,4.97139531601162e-09,8,FBgn0036075
FBgn0266696.4,2.55000290969183e-12,0.537147362827714,0.787,0.655,5.10000581938367e-09,8,FBgn0266696
FBgn0086442,2.63785449330525e-12,0.973133140836114,0.716,0.655,5.2757089866105e-09,8,FBgn0086442
FBgn0050378,2.69966890264782e-12,1.00746494538116,0.574,0.31,5.39933780529564e-09,8,FBgn0050378
FBgn0267351,2.78846808427968e-12,0.553870810660877,0.686,0.546,5.57693616855936e-09,8,FBgn0267351
FBgn0011327,2.85349974482011e-12,1.22983843401705,0.728,0.683,5.70699948964022e-09,8,FBgn0011327
FBgn0085287,2.90618104263155e-12,0.423417412489302,0.515,0.318,5.8123620852631e-09,8,FBgn0085287
FBgn0037541.6,2.98282133116863e-12,-0.681546115005513,0.391,0.604,5.96564266233725e-09,8,FBgn0037541
FBgn0029702,3.23074964416707e-12,1.11721586621634,0.568,0.343,6.46149928833415e-09,8,FBgn0029702
FBgn0052594.4,3.72263912780781e-12,-0.666036321913807,0.698,0.689,7.44527825561561e-09,8,FBgn0052594
FBgn0003124.7,3.78497384710904e-12,0.99271766201671,0.74,0.683,7.56994769421809e-09,8,FBgn0003124
FBgn0022344,3.98193822331527e-12,0.741327444558498,0.751,0.668,7.96387644663053e-09,8,FBgn0022344
FBgn0053318,4.13868765785072e-12,1.48409416063952,0.621,0.5,8.27737531570144e-09,8,FBgn0053318
FBgn0001987.5,4.41398383333797e-12,-0.44796229269295,0.633,0.762,8.82796766667595e-09,8,FBgn0001987
FBgn0036059.2,4.46463724753775e-12,0.706639516539138,0.716,0.648,8.92927449507551e-09,8,FBgn0036059
FBgn0001281,4.6404022461074e-12,1.99570565656144,0.609,0.521,9.2808044922148e-09,8,FBgn0001281
FBgn0262104,5.07178198590643e-12,1.0264940869125,0.521,0.222,1.01435639718129e-08,8,FBgn0262104
FBgn0038922,5.18915640409371e-12,0.783461375309285,0.74,0.638,1.03783128081874e-08,8,FBgn0038922
FBgn0261846,5.5533045717902e-12,0.370515320372248,0.556,0.347,1.11066091435804e-08,8,FBgn0261846
FBgn0051477,5.76086163781348e-12,1.13586825330538,0.556,0.273,1.1521723275627e-08,8,FBgn0051477
FBgn0261816,6.22723773340990e-12,1.57615494778635,0.568,0.279,1.24544754668198e-08,8,FBgn0261816
FBgn0038909.1,6.26652947364082e-12,1.27975817405512,0.71,0.64,1.25330589472816e-08,8,FBgn0038909
FBgn0030356,7.25873559351553e-12,0.733284652580702,0.586,0.373,1.45174711870311e-08,8,FBgn0030356
FBgn0262732.1,8.42923241780443e-12,1.36270547784653,0.769,0.756,1.68584648356089e-08,8,FBgn0262732
FBgn0032883,9.2907673034787e-12,0.891664757127476,0.71,0.632,1.85815346069574e-08,8,FBgn0032883
FBgn0020018,9.64183684236734e-12,1.30316493674346,0.716,0.737,1.92836736847347e-08,8,FBgn0020018
FBgn0033042,1.43524326061905e-11,0.656184466068323,0.538,0.362,2.8704865212381e-08,8,FBgn0033042
FBgn0038125,1.49250718268812e-11,1.41375647997333,0.515,0.259,2.98501436537624e-08,8,FBgn0038125
FBgn0017430,1.52445731105342e-11,0.724298715701559,0.698,0.62,3.04891462210684e-08,8,FBgn0017430
FBgn0038862,1.55873591438107e-11,0.293239822352456,0.379,0.612,3.11747182876213e-08,8,FBgn0038862
FBgn0017556,1.6268474736352e-11,1.13358448068677,0.562,0.294,3.25369494727039e-08,8,FBgn0017556
FBgn0032637,1.66875980912591e-11,2.00516495009841,0.704,0.662,3.33751961825182e-08,8,FBgn0032637
FBgn0015795.6,1.90097558746837e-11,-0.73871340864041,0.763,0.871,3.80195117493673e-08,8,FBgn0015795
FBgn0040973,1.95279447602008e-11,0.4526271104695,0.544,0.317,3.90558895204017e-08,8,FBgn0040973
FBgn0039425,2.22178306887877e-11,0.461284812344264,0.586,0.362,4.44356613775754e-08,8,FBgn0039425
FBgn0037375,2.22309800933636e-11,0.517164786595694,0.533,0.302,4.44619601867272e-08,8,FBgn0037375
FBgn0033716,2.25653709887131e-11,0.773731202308291,0.675,0.643,4.51307419774262e-08,8,FBgn0033716
FBgn0035473,2.30348914053189e-11,1.38365612608329,0.686,0.667,4.60697828106378e-08,8,FBgn0035473
FBgn0002673,2.33811267674694e-11,1.78503570601403,0.586,0.457,4.67622535349387e-08,8,FBgn0002673
FBgn0036505.1,2.42739326338134e-11,1.29059970342468,0.74,0.687,4.85478652676267e-08,8,FBgn0036505
FBgn0035426,2.66010651071757e-11,0.704266282937857,0.538,0.277,5.32021302143513e-08,8,FBgn0035426
FBgn0024806.1,3.06247532561508e-11,0.863457171576716,0.698,0.632,6.12495065123016e-08,8,FBgn0024806
FBgn0036173.1,3.06915493842894e-11,1.05074162581883,0.728,0.676,6.13830987685787e-08,8,FBgn0036173
FBgn0031623,3.09695436983563e-11,1.5655534769479,0.627,0.551,6.19390873967126e-08,8,FBgn0031623
FBgn0033287,3.19257507989328e-11,2.2667665936278,0.556,0.31,6.38515015978655e-08,8,FBgn0033287
FBgn0052181,3.34087453805409e-11,1.35989040672402,0.698,0.723,6.68174907610818e-08,8,FBgn0052181
FBgn0053061,3.40733008522349e-11,0.732476030496074,0.55,0.275,6.81466017044697e-08,8,FBgn0053061
FBgn0038269,3.61914381201725e-11,0.787337284961769,0.675,0.579,7.2382876240345e-08,8,FBgn0038269
FBgn0286071.6,4.00177463098954e-11,-0.377278971478021,0.237,0.496,8.00354926197908e-08,8,FBgn0286071
FBgn0032397,4.51412702454475e-11,0.940006547490742,0.71,0.694,9.02825404908951e-08,8,FBgn0032397
FBgn0259711.2,4.54578421886526e-11,0.691452216209483,0.769,0.649,9.09156843773053e-08,8,FBgn0259711
FBgn0003321,5.26221305301e-11,0.484574361250796,0.71,0.682,1.052442610602e-07,8,FBgn0003321
FBgn0031941,5.26998770702607e-11,1.96256229505376,0.58,0.341,1.05399754140521e-07,8,FBgn0031941
FBgn0037064,5.88031923657523e-11,1.51816173145487,0.598,0.409,1.17606384731505e-07,8,FBgn0037064
FBgn0032899.2,6.36720167797407e-11,-0.321612845378809,0.793,0.768,1.27344033559481e-07,8,FBgn0032899
FBgn0031457.6,6.56581835252534e-11,-0.646803703448435,0.692,0.774,1.31316367050507e-07,8,FBgn0031457
FBgn0053252,6.59643065288984e-11,1.27666081309939,0.568,0.333,1.31928613057797e-07,8,FBgn0053252
FBgn0010424.7,6.82065196703377e-11,-1.0037608740954,0.657,0.741,1.36413039340675e-07,8,FBgn0010424
FBgn0034882,6.8664542535063e-11,0.887081028416136,0.568,0.378,1.37329085070126e-07,8,FBgn0034882
FBgn0033322,7.20345016880640e-11,1.21215899714009,0.538,0.324,1.44069003376128e-07,8,FBgn0033322
FBgn0003475.1,8.01363456656619e-11,0.650300300345571,0.799,0.719,1.60272691331324e-07,8,FBgn0003475
FBgn0051787,8.05594668962794e-11,0.618045146798557,0.562,0.305,1.61118933792559e-07,8,FBgn0051787
FBgn0264848,9.28450236351474e-11,1.00294742459666,0.698,0.629,1.85690047270295e-07,8,FBgn0264848
FBgn0260644,1.10397677331718e-10,0.844633433228397,0.562,0.274,2.20795354663436e-07,8,FBgn0260644
FBgn0034066.1,1.17024784747695e-10,1.52772921940243,0.757,0.779,2.34049569495391e-07,8,FBgn0034066
FBgn0038685,1.17376908655165e-10,0.590128153236905,0.55,0.348,2.3475381731033e-07,8,FBgn0038685
FBgn0262100,1.18211574254895e-10,0.593932182194681,0.556,0.322,2.36423148509791e-07,8,FBgn0262100
FBgn0046114.2,1.21598919336323e-10,0.776529793667378,0.337,0.621,2.43197838672646e-07,8,FBgn0046114
FBgn0035009,1.23342310411404e-10,0.52953411298193,0.55,0.306,2.46684620822809e-07,8,FBgn0035009
FBgn0002869.6,1.25583679254049e-10,-0.550412011609077,0.609,0.693,2.51167358508098e-07,8,FBgn0002869
FBgn0035483,1.28120201150706e-10,0.862712684517509,0.657,0.675,2.56240402301413e-07,8,FBgn0035483
FBgn0031295,1.29560284069326e-10,1.7857445358783,0.544,0.345,2.59120568138653e-07,8,FBgn0031295
FBgn0250754.3,1.31625188226149e-10,0.807012823846519,0.663,0.538,2.63250376452297e-07,8,FBgn0250754
FBgn0004387.6,1.38363103985461e-10,-0.569026524813793,0.633,0.743,2.76726207970922e-07,8,FBgn0004387
FBgn0033476.1,1.63617019633417e-10,0.542504940697345,0.521,0.736,3.27234039266833e-07,8,FBgn0033476
FBgn0037916,1.65710486491726e-10,0.541128161721239,0.527,0.232,3.31420972983452e-07,8,FBgn0037916
FBgn0032530,1.75788466832163e-10,0.823020348255814,0.604,0.465,3.51576933664326e-07,8,FBgn0032530
FBgn0040206.6,1.86731701449784e-10,-0.894842896855733,0.609,0.71,3.73463402899567e-07,8,FBgn0040206
