,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
FBgn0026721,0,1.62040375695442,0.916,0.832,0,0,FBgn0026721
FBgn0259896,0,1.55107550062883,0.943,0.823,0,0,FBgn0259896
FBgn0001114,0,1.51820525485402,0.986,0.905,0,0,FBgn0001114
FBgn0035076,0,1.36934014683533,0.913,0.794,0,0,FBgn0035076
FBgn0033724,0,1.34620964699396,0.984,0.936,0,0,FBgn0033724
FBgn0026562,0,1.3158687728221,0.991,0.936,0,0,FBgn0026562
FBgn0011828,0,1.27392497663341,0.985,0.917,0,0,FBgn0011828
FBgn0000299,0,1.2615365803764,0.989,0.916,0,0,FBgn0000299
FBgn0029147,0,1.20157480110986,0.974,0.915,0,0,FBgn0029147
FBgn0014163,0,1.19520485717438,0.909,0.784,0,0,FBgn0014163
FBgn0045823,0,1.19123537208628,0.969,0.904,0,0,FBgn0045823
FBgn0051337,0,1.1906564048288,0.909,0.84,0,0,FBgn0051337
FBgn0033949,0,1.175859166641,0.864,0.787,0,0,FBgn0033949
FBgn0029167,0,1.15897105039561,0.991,0.94,0,0,FBgn0029167
FBgn0261800,0,1.15077895023266,0.929,0.8,0,0,FBgn0261800
FBgn0261628,0,1.10051738916615,0.873,0.802,0,0,FBgn0261628
FBgn0243514,0,1.0566525616393,0.889,0.835,0,0,FBgn0243514
FBgn0003137,0,1.02075594081706,0.992,0.957,0,0,FBgn0003137
FBgn0001089,0,0.981034160639982,0.785,0.764,0,0,FBgn0001089
FBgn0034761,0,0.971121271578693,0.963,0.906,0,0,FBgn0034761
FBgn0013763,0,0.952227224586793,0.966,0.912,0,0,FBgn0013763
FBgn0262881,0,0.946308657788638,0.919,0.855,0,0,FBgn0262881
FBgn0004449,0,0.944919669109139,0.778,0.676,0,0,FBgn0004449
FBgn0016075,0,0.937672129192614,0.857,0.783,0,0,FBgn0016075
FBgn0051324,0,0.937117015035844,0.952,0.877,0,0,FBgn0051324
FBgn0030796,0,0.898175757472226,0.903,0.791,0,0,FBgn0030796
FBgn0040813,0,0.89268305553919,0.999,0.994,0,0,FBgn0040813
FBgn0036262,0,0.883499732106536,0.736,0.74,0,0,FBgn0036262
FBgn0033153,0,0.789420694538662,0.823,0.759,0,0,FBgn0033153
FBgn0030362,0,0.788354133693209,0.987,0.975,0,0,FBgn0030362
FBgn0032405,0,0.768723434562948,0.809,0.762,0,0,FBgn0032405
FBgn0051092,0,0.729072574610576,0.856,0.787,0,0,FBgn0051092
FBgn0003525,0,0.721196861708252,0.75,0.658,0,0,FBgn0003525
FBgn0015221,0,0.704921430995429,0.935,0.866,0,0,FBgn0015221
FBgn0004629,0,0.67866746429362,0.87,0.82,0,0,FBgn0004629
FBgn0267727,0,0.636545007066937,0.844,0.758,0,0,FBgn0267727
FBgn0259715,0,0.62976264283626,0.813,0.775,0,0,FBgn0259715
FBgn0261385,0,0.562492203609726,0.751,0.683,0,0,FBgn0261385
FBgn0038826,0,0.532280949785525,0.837,0.771,0,0,FBgn0038826
FBgn0030326,0,0.504722312213105,0.723,0.725,0,0,FBgn0030326
FBgn0001142,0,0.426020808630574,0.703,0.729,0,0,FBgn0001142
FBgn0266569,0,0.412888156601732,0.825,0.752,0,0,FBgn0266569
FBgn0030241,0,0.405854846756522,0.679,0.555,0,0,FBgn0030241
FBgn0031878,0,0.296189907757971,0.762,0.648,0,0,FBgn0031878
FBgn0032010,0,-0.433256683485227,0.72,0.781,0,0,FBgn0032010
FBgn0011817,0,-0.439623180717037,0.575,0.756,0,0,FBgn0011817
FBgn0037750,0,-0.528162727593666,0.687,0.755,0,0,FBgn0037750
FBgn0259243,0,-0.554228119402153,0.543,0.72,0,0,FBgn0259243
FBgn0034720,0,-0.567447280649544,0.586,0.698,0,0,FBgn0034720
FBgn0050090,0,-0.571705252051099,0.787,0.835,0,0,FBgn0050090
FBgn0030670,0,-0.643361467259253,0.691,0.799,0,0,FBgn0030670
FBgn0003206,0,-0.663356027074065,0.691,0.799,0,0,FBgn0003206
FBgn0266719,0,-0.681046301610269,0.641,0.764,0,0,FBgn0266719
FBgn0038679,0,-0.710082338692159,0.758,0.834,0,0,FBgn0038679
FBgn0000308,0,-0.739657961574003,0.948,0.967,0,0,FBgn0000308
FBgn0031150,0,-0.74369054403819,0.576,0.728,0,0,FBgn0031150
FBgn0040299,0,-0.747102421438065,0.784,0.817,0,0,FBgn0040299
FBgn0000043,0,-0.749594717892779,0.997,0.996,0,0,FBgn0000043
FBgn0267795,0,-0.77539242574068,0.921,0.957,0,0,FBgn0267795
FBgn0039108,0,-0.794828566130463,0.706,0.796,0,0,FBgn0039108
FBgn0043070,0,-0.806866678128951,0.821,0.915,0,0,FBgn0043070
FBgn0015765,0,-0.826846186262779,0.703,0.837,0,0,FBgn0015765
FBgn0001105,0,-0.830130648155151,0.932,0.949,0,0,FBgn0001105
FBgn0028916,0,-0.832119998493521,0.756,0.814,0,0,FBgn0028916
FBgn0000083,0,-0.832365815278146,0.978,0.982,0,0,FBgn0000083
FBgn0035539,0,-0.842456774692719,0.79,0.847,0,0,FBgn0035539
FBgn0033033,0,-0.863046941886316,0.701,0.765,0,0,FBgn0033033
FBgn0259977,0,-0.872135287393749,0.785,0.86,0,0,FBgn0259977
FBgn0003884,0,-0.873033264650988,0.985,0.993,0,0,FBgn0003884
FBgn0261261,0,-0.912153189141056,0.69,0.779,0,0,FBgn0261261
FBgn0015589,0,-0.917641748934273,0.727,0.835,0,0,FBgn0015589
FBgn0259481,0,-0.930344458396359,0.726,0.836,0,0,FBgn0259481
FBgn0262160,0,-0.936258379966478,0.626,0.794,0,0,FBgn0262160
FBgn0026189,0,-0.938862092380505,0.822,0.895,0,0,FBgn0026189
FBgn0012051,0,-0.949134252951891,0.778,0.862,0,0,FBgn0012051
FBgn0086355,0,-0.974344734528238,0.606,0.782,0,0,FBgn0086355
FBgn0000318,0,-0.97486256363005,0.846,0.911,0,0,FBgn0000318
FBgn0031080,0,-0.979925235104069,0.82,0.856,0,0,FBgn0031080
FBgn0053056,0,-1.01915802583369,0.819,0.884,0,0,FBgn0053056
FBgn0052066,0,-1.03184328039356,0.545,0.731,0,0,FBgn0052066
FBgn0003890,0,-1.04723309349603,0.818,0.885,0,0,FBgn0003890
FBgn0026374,0,-1.05252545736281,0.731,0.823,0,0,FBgn0026374
FBgn0038890,0,-1.06295133480334,0.742,0.839,0,0,FBgn0038890
FBgn0028427,0,-1.06826252809032,0.866,0.924,0,0,FBgn0028427
FBgn0052412,0,-1.08476940408191,0.803,0.852,0,0,FBgn0052412
FBgn0040551,0,-1.103384449393,0.854,0.919,0,0,FBgn0040551
FBgn0014011,0,-1.11854093407452,0.896,0.935,0,0,FBgn0014011
FBgn0000042,0,-1.13259583206862,1,0.999,0,0,FBgn0000042
FBgn0028514,0,-1.15541789183236,0.817,0.876,0,0,FBgn0028514
FBgn0024238,0,-1.15667105646099,0.865,0.914,0,0,FBgn0024238
FBgn0086347,0,-1.18410126618893,0.854,0.925,0,0,FBgn0086347
FBgn0259228,0,-1.23586753389947,0.809,0.888,0,0,FBgn0259228
FBgn0035708,0,-1.23996240116632,0.742,0.851,0,0,FBgn0035708
FBgn0000256,0,-1.24959044436737,0.759,0.842,0,0,FBgn0000256
FBgn0000253,0,-1.27000215458219,0.995,0.997,0,0,FBgn0000253
FBgn0004397,0,-1.28291003119256,0.763,0.857,0,0,FBgn0004397
FBgn0001092,0,-1.29107800674284,0.868,0.911,0,0,FBgn0001092
FBgn0027066,0,-1.30086757714314,0.911,0.958,0,0,FBgn0027066
FBgn0014141,0,-1.35651994816875,0.948,0.972,0,0,FBgn0014141
FBgn0004657,0,-1.42589960601721,0.916,0.952,0,0,FBgn0004657
FBgn0038206,0,-1.4369193064966,0.781,0.894,0,0,FBgn0038206
FBgn0004636,0,-1.46267221708018,0.928,0.959,0,0,FBgn0004636
FBgn0260442,0,-1.46858162961658,0.927,0.963,0,0,FBgn0260442
FBgn0010397,0,-1.50133496884201,0.876,0.943,0,0,FBgn0010397
FBgn0003218,0,-1.56465280566235,0.703,0.813,0,0,FBgn0003218
FBgn0037386,0,-1.56660568148335,0.972,0.979,0,0,FBgn0037386
FBgn0033448,0,-1.63373415444908,0.788,0.882,0,0,FBgn0033448
FBgn0003886,0,-1.65414399355936,0.993,0.993,0,0,FBgn0003886
FBgn0050035,0,-1.6914168647249,0.822,0.861,0,0,FBgn0050035
FBgn0033446,0,-1.72384767687707,0.857,0.925,0,0,FBgn0033446
FBgn0265375,0,-1.73525455244391,0.868,0.908,0,0,FBgn0265375
FBgn0035498,0,-1.75192185619798,0.896,0.934,0,0,FBgn0035498
FBgn0041087,0,-1.82363722662524,0.859,0.906,0,0,FBgn0041087
FBgn0264895,0,-1.83318519823698,0.865,0.922,0,0,FBgn0264895
FBgn0034219,0,-1.83870051277092,0.86,0.941,0,0,FBgn0034219
FBgn0003748,0,-1.84986619206602,0.883,0.936,0,0,FBgn0003748
FBgn0261363,0,-1.96328489993528,0.863,0.914,0,0,FBgn0261363
FBgn0034005,0,-2.00024032415767,0.864,0.902,0,0,FBgn0034005
FBgn0015872,0,-2.01337471532526,0.85,0.902,0,0,FBgn0015872
FBgn0266253,0,-2.07443392559619,0.888,0.919,0,0,FBgn0266253
FBgn0030040,0,-2.17080456667309,0.952,0.976,0,0,FBgn0030040
FBgn0037477,0,-2.19094264317704,0.86,0.936,0,0,FBgn0037477
FBgn0032422,0,-2.19155331148513,0.951,0.976,0,0,FBgn0032422
FBgn0013733,0,-2.26534990854048,0.78,0.866,0,0,FBgn0013733
FBgn0038682,0,-2.27109040926237,0.848,0.92,0,0,FBgn0038682
FBgn0030396,0,-2.2912311528568,0.815,0.892,0,0,FBgn0030396
FBgn0003888,0,-2.35464307106306,0.97,0.984,0,0,FBgn0003888
FBgn0051729,2.14788772040549e-303,-1.26358155574784,0.711,0.78,4.29577544081099e-300,0,FBgn0051729
FBgn0004456,1.49315138666371e-297,-0.907496070828626,0.644,0.795,2.98630277332743e-294,0,FBgn0004456
FBgn0051075,3.54206112813336e-296,0.618510554862276,0.817,0.774,7.08412225626673e-293,0,FBgn0051075
FBgn0051363,7.73430240396157e-296,-1.16141976389698,0.95,0.963,1.54686048079231e-292,0,FBgn0051363
FBgn0014865,3.70841597059177e-286,-0.63452579022377,0.828,0.807,7.41683194118354e-283,0,FBgn0014865
FBgn0261561,1.27305852424852e-284,-1.39105929502575,0.835,0.864,2.54611704849704e-281,0,FBgn0261561
FBgn0022709,9.50684906614669e-284,-0.884816332377824,0.751,0.808,1.90136981322934e-280,0,FBgn0022709
FBgn0026602,9.98140263243145e-281,-0.909959844273195,0.769,0.812,1.99628052648629e-277,0,FBgn0026602
FBgn0010395,1.66891900110987e-280,-0.799805430804194,0.767,0.817,3.33783800221973e-277,0,FBgn0010395
FBgn0284408,5.0911540492335e-276,0.375078263353639,0.673,0.613,1.0182308098467e-272,0,FBgn0284408
FBgn0001248,1.12808387623391e-275,0.711410991220286,0.849,0.833,2.25616775246783e-272,0,FBgn0001248
FBgn0000071,3.69145611104693e-275,0.772561218750996,0.674,0.694,7.38291222209386e-272,0,FBgn0000071
FBgn0042135,4.76541767259725e-275,-0.866902492404345,0.78,0.835,9.53083534519449e-272,0,FBgn0042135
FBgn0032897,1.02934365268267e-274,-1.36291523707311,0.812,0.841,2.05868730536534e-271,0,FBgn0032897
FBgn0038683,1.97817698816671e-274,-0.291704680199115,0.554,0.678,3.95635397633343e-271,0,FBgn0038683
FBgn0032140,4.0195871877524e-273,-1.17913259204526,0.886,0.927,8.0391743755048e-270,0,FBgn0032140
FBgn0261244,1.21225887183242e-272,-0.417333943655932,0.556,0.708,2.42451774366485e-269,0,FBgn0261244
FBgn0004387,3.03042162921475e-272,-0.663082867537741,0.675,0.769,6.06084325842949e-269,0,FBgn0004387
FBgn0041183,2.29476330283131e-269,-0.769634107734277,0.891,0.944,4.58952660566263e-266,0,FBgn0041183
FBgn0265174,3.24396382651381e-269,-0.521966070065304,0.647,0.761,6.48792765302763e-266,0,FBgn0265174
FBgn0032721,1.69954897158044e-268,-0.506229647849498,0.657,0.785,3.39909794316089e-265,0,FBgn0032721
FBgn0000412,1.15701128188468e-266,0.409589041053394,0.808,0.707,2.31402256376935e-263,0,FBgn0000412
FBgn0032886,2.30331985310078e-264,-1.65297171693426,0.822,0.866,4.60663970620157e-261,0,FBgn0032886
FBgn0029903,8.17392329467308e-262,-1.14604949333001,0.738,0.794,1.63478465893462e-258,0,FBgn0029903
FBgn0024150,1.00908055973237e-261,-1.05512857320455,0.712,0.764,2.01816111946475e-258,0,FBgn0024150
FBgn0036752,1.20108989221249e-261,-0.887367547921912,0.693,0.77,2.40217978442498e-258,0,FBgn0036752
FBgn0038088,1.07263077512536e-260,-0.982163539632333,0.831,0.873,2.14526155025072e-257,0,FBgn0038088
FBgn0003660,1.58292162165506e-258,-0.831938677916104,0.911,0.934,3.16584324331012e-255,0,FBgn0003660
FBgn0030412,4.22331706153803e-258,-0.607722523503925,0.638,0.763,8.44663412307607e-255,0,FBgn0030412
FBgn0036918,2.78851593055907e-257,-0.594244625516465,0.762,0.834,5.57703186111815e-254,0,FBgn0036918
FBgn0053225,2.99021570068927e-256,-1.63841796532367,0.943,0.964,5.98043140137854e-253,0,FBgn0053225
FBgn0285896,1.12409276205495e-254,-0.315118189791779,0.663,0.724,2.24818552410991e-251,0,FBgn0285896
FBgn0001149,1.66930213679872e-252,-0.661864244531045,0.97,0.985,3.33860427359745e-249,0,FBgn0001149
FBgn0283712,5.11640440807218e-251,-0.590070128839546,0.591,0.696,1.02328088161444e-247,0,FBgn0283712
FBgn0036742,2.63169976461585e-245,-1.05866077123661,0.761,0.805,5.2633995292317e-242,0,FBgn0036742
FBgn0002563,2.74886529864151e-243,-0.258127434899995,0.74,0.652,5.49773059728302e-240,0,FBgn0002563
FBgn0014029,1.81971385933026e-235,-0.600975600458241,0.785,0.876,3.63942771866051e-232,0,FBgn0014029
FBgn0037465,1.59122589126331e-234,-0.435184872182738,0.591,0.708,3.18245178252662e-231,0,FBgn0037465
FBgn0029932,4.50295263714429e-224,-1.25448368320416,0.748,0.792,9.00590527428859e-221,0,FBgn0029932
FBgn0267849,8.28109536012618e-223,-0.458380899563543,0.668,0.753,1.65621907202524e-219,0,FBgn0267849
FBgn0030520,3.823974113459e-222,0.393099608936715,0.818,0.781,7.647948226918e-219,0,FBgn0030520
FBgn0031090,4.63126270031672e-221,-0.83907979538374,0.781,0.845,9.26252540063343e-218,0,FBgn0031090
FBgn0035964,8.97044715887254e-218,-0.482828054051617,0.716,0.794,1.79408943177451e-214,0,FBgn0035964
FBgn0053111,9.22595700575213e-217,-0.529090292359872,0.729,0.79,1.84519140115043e-213,0,FBgn0053111
FBgn0033504,1.55123503139777e-214,-1.38343800911862,0.734,0.769,3.10247006279554e-211,0,FBgn0033504
FBgn0026084,1.34062269504206e-209,-0.870505319804016,0.967,0.971,2.68124539008413e-206,0,FBgn0026084
FBgn0037720,1.67553240724845e-208,-0.961090615661734,0.644,0.697,3.3510648144969e-205,0,FBgn0037720
FBgn0053494,5.29234485430311e-205,-0.702802816307559,0.898,0.918,1.05846897086062e-201,0,FBgn0053494
FBgn0085359,6.1008475878342e-205,-1.30038115472372,0.824,0.853,1.22016951756684e-201,0,FBgn0085359
FBgn0028490,1.1655533564083e-203,-0.417996664350848,0.787,0.886,2.33110671281659e-200,0,FBgn0028490
FBgn0015924,6.03528538141322e-203,0.580769933420211,0.784,0.775,1.20705707628264e-199,0,FBgn0015924
FBgn0000273,2.53198799086933e-201,-0.494439563909594,0.49,0.638,5.06397598173866e-198,0,FBgn0000273
FBgn0010387,5.57041833489101e-201,-1.299939496809,0.858,0.848,1.1140836669782e-197,0,FBgn0010387
FBgn0014869,6.75567360354076e-201,-0.48870346597589,0.747,0.815,1.35113472070815e-197,0,FBgn0014869
FBgn0283741,2.66209366310484e-199,-0.550015968722432,0.696,0.777,5.32418732620968e-196,0,FBgn0283741
FBgn0029095,3.38769018076795e-198,-0.85625732400382,0.88,0.917,6.7753803615359e-195,0,FBgn0029095
FBgn0033926,4.8147265605077e-198,-0.72943951530099,0.945,0.95,9.6294531210154e-195,0,FBgn0033926
FBgn0261458,4.27596612881836e-191,-0.711368082067897,0.953,0.97,8.55193225763671e-188,0,FBgn0261458
FBgn0032731,5.47624398254666e-190,-0.774455396801904,0.899,0.93,1.09524879650933e-186,0,FBgn0032731
FBgn0032499,4.17118609490831e-182,-0.559833290370187,0.718,0.766,8.34237218981662e-179,0,FBgn0032499
FBgn0039844,1.1760305353283e-179,-0.7435610755467,0.649,0.674,2.3520610706566e-176,0,FBgn0039844
FBgn0031457,2.41104656938563e-179,-0.6116878629627,0.729,0.791,4.82209313877127e-176,0,FBgn0031457
FBgn0040206,3.8780756155429e-176,-0.680884807820428,0.644,0.734,7.75615123108581e-173,0,FBgn0040206
FBgn0039759,1.33563101434377e-174,-0.977074361875481,0.713,0.752,2.67126202868754e-171,0,FBgn0039759
FBgn0040099,2.90988329058883e-173,0.430123522945511,0.92,0.916,5.81976658117765e-170,0,FBgn0040099
FBgn0032318,9.6191010361924e-171,-1.0040777276042,0.697,0.744,1.92382020723848e-167,0,FBgn0032318
FBgn0002868,1.01778195989156e-170,-1.30433122097947,0.926,0.92,2.03556391978312e-167,0,FBgn0002868
FBgn0013765,3.07679202022859e-168,-0.515202321930237,0.716,0.794,6.15358404045717e-165,0,FBgn0013765
FBgn0037956,2.16931118907689e-167,-0.282727353661697,0.664,0.674,4.33862237815377e-164,0,FBgn0037956
FBgn0261988,3.34505687937475e-166,-0.840623848956045,0.6,0.684,6.6901137587495e-163,0,FBgn0261988
FBgn0086370,6.22769166232646e-164,-0.493846055456552,0.722,0.751,1.24553833246529e-160,0,FBgn0086370
FBgn0016672,1.14988301423795e-163,-0.7535570443923,0.719,0.784,2.2997660284759e-160,0,FBgn0016672
FBgn0028984,3.46730041174185e-163,-0.618794665795238,0.802,0.848,6.93460082348371e-160,0,FBgn0028984
FBgn0050115,1.01615421620566e-162,-0.751535686352175,0.58,0.676,2.03230843241132e-159,0,FBgn0050115
FBgn0002773,1.6006151166997e-161,-0.322142323692444,0.695,0.599,3.2012302333994e-158,0,FBgn0002773
FBgn0001226,2.42095792161725e-161,0.429720426305597,0.674,0.618,4.8419158432345e-158,0,FBgn0001226
FBgn0259221,1.2013649669186e-158,-0.703229312237752,0.717,0.746,2.4027299338372e-155,0,FBgn0259221
FBgn0001987,1.6719571073755e-158,-0.743002790347242,0.753,0.765,3.343914214751e-155,0,FBgn0001987
FBgn0052264,3.79171223377293e-157,-0.582117066406178,0.62,0.674,7.58342446754587e-154,0,FBgn0052264
FBgn0003124,7.43923992526404e-155,0.305008658935848,0.691,0.681,1.48784798505281e-151,0,FBgn0003124
FBgn0266417,5.85337667909772e-154,-0.482547847102276,0.756,0.839,1.17067533581954e-150,0,FBgn0266417
FBgn0266696,1.71142392734349e-153,0.426891145415645,0.685,0.644,3.42284785468698e-150,0,FBgn0266696
FBgn0263380,1.44827472906206e-151,-1.45249491599898,0.895,0.91,2.89654945812413e-148,0,FBgn0263380
FBgn0019661,2.16754721129063e-148,0.363773264595663,0.913,0.877,4.33509442258125e-145,0,FBgn0019661
FBgn0030114,8.72165665666486e-148,-0.385885430062727,0.683,0.769,1.74433133133297e-144,0,FBgn0030114
FBgn0040285,2.25422820617924e-147,-0.646781514836046,0.838,0.888,4.50845641235849e-144,0,FBgn0040285
FBgn0262565,3.0922278582434e-147,-0.301455619500561,0.811,0.858,6.18445571648679e-144,0,FBgn0262565
FBgn0042712,7.34843582515261e-147,-0.321452885076487,0.59,0.688,1.46968716503052e-143,0,FBgn0042712
FBgn0030847,1.11384893279469e-142,-0.663246125151965,0.626,0.652,2.22769786558938e-139,0,FBgn0030847
FBgn0039747,1.88410157315265e-141,-0.69298035889807,0.733,0.759,3.7682031463053e-138,0,FBgn0039747
FBgn0052626,2.87318795054761e-141,-0.364710656237804,0.715,0.76,5.74637590109521e-138,0,FBgn0052626
FBgn0000723,4.15680936792073e-139,-0.693447683104178,0.776,0.843,8.31361873584146e-136,0,FBgn0000723
FBgn0267487,2.1498872068361e-137,-0.513014758942445,0.738,0.789,4.2997744136722e-134,0,FBgn0267487
FBgn0001961,2.58895808250119e-136,-0.54622888687265,0.931,0.946,5.17791616500238e-133,0,FBgn0001961
FBgn0032400,6.54098350204783e-133,-0.829041743439273,0.775,0.829,1.30819670040957e-129,0,FBgn0032400
FBgn0010051,8.32035931030695e-132,-0.537171880034653,0.678,0.736,1.66407186206139e-128,0,FBgn0010051
FBgn0033188,5.66910903893078e-131,-0.504005453685425,0.758,0.79,1.13382180778616e-127,0,FBgn0033188
FBgn0034638,1.58443260308674e-129,-0.380810042459888,0.759,0.789,3.16886520617348e-126,0,FBgn0034638
FBgn0085390,2.28365474749701e-129,-0.447918934395389,0.668,0.694,4.56730949499402e-126,0,FBgn0085390
FBgn0085360,2.73077909930924e-126,0.469024278082793,0.733,0.778,5.46155819861848e-123,0,FBgn0085360
FBgn0031791,5.93929563659908e-126,-0.669054493941314,0.775,0.759,1.18785912731982e-122,0,FBgn0031791
FBgn0033309,2.49053548569947e-122,-0.575750082388045,0.71,0.768,4.98107097139894e-119,0,FBgn0033309
FBgn0264693,7.55673355867225e-122,-0.648357717426867,0.558,0.639,1.51134671173445e-118,0,FBgn0264693
FBgn0003447,8.33185863763024e-122,-0.277796418478433,0.53,0.68,1.66637172752605e-118,0,FBgn0003447
FBgn0035497,1.61161874032317e-121,-0.36000838487267,0.601,0.683,3.22323748064633e-118,0,FBgn0035497
FBgn0028331,1.63391326702656e-121,0.646129840950112,0.64,0.637,3.26782653405312e-118,0,FBgn0028331
FBgn0015229,2.85937106697643e-116,-0.799144137465352,0.587,0.663,5.71874213395287e-113,0,FBgn0015229
FBgn0265191,6.00376170942574e-115,-0.420199770411909,0.634,0.689,1.20075234188515e-111,0,FBgn0265191
FBgn0034894,2.49994358545574e-114,-0.617819846959745,0.835,0.882,4.99988717091147e-111,0,FBgn0034894
FBgn0000636,5.13827317351342e-114,-0.515167983086301,0.756,0.719,1.02765463470268e-110,0,FBgn0000636
FBgn0010246,3.63280023882278e-113,-0.476536679920824,0.929,0.929,7.26560047764556e-110,0,FBgn0010246
FBgn0036877,6.68306051244241e-111,-0.354094562880795,0.697,0.728,1.33661210248848e-107,0,FBgn0036877
FBgn0263077,3.6380793796239e-110,-0.843336131364303,0.782,0.781,7.2761587592478e-107,0,FBgn0263077
FBgn0019968,1.49511434001535e-109,-0.540373114271208,0.642,0.724,2.99022868003069e-106,0,FBgn0019968
FBgn0002873,1.18710578783669e-108,0.326417899319881,0.629,0.595,2.37421157567337e-105,0,FBgn0002873
FBgn0262582,2.57818865099582e-106,-0.655160568392007,0.639,0.703,5.15637730199164e-103,0,FBgn0262582
FBgn0040296,1.4473670996021e-102,-0.828203993554161,0.691,0.711,2.8947341992042e-99,0,FBgn0040296
FBgn0010406,1.45616123117139e-101,-0.291667358337427,0.76,0.804,2.91232246234279e-98,0,FBgn0010406
FBgn0261260,4.06500980419463e-101,-0.716240306394882,0.657,0.704,8.13001960838925e-98,0,FBgn0261260
FBgn0015795,1.15708890680445e-100,-0.507715607028265,0.837,0.884,2.3141778136089e-97,0,FBgn0015795
FBgn0263773,3.71500016933109e-97,-1.35148097903204,0.71,0.782,7.43000033866219e-94,0,FBgn0263773
FBgn0032191,4.18928092405e-96,-0.715805364164141,0.874,0.899,8.37856184810001e-93,0,FBgn0032191
FBgn0035189,3.50794409399196e-95,-0.80895303794479,0.596,0.685,7.01588818798392e-92,0,FBgn0035189
FBgn0037387,6.21505771242929e-94,-0.253918561474888,0.657,0.679,1.24301154248586e-90,0,FBgn0037387
FBgn0027657,3.45319956627256e-93,-0.816650663979072,0.789,0.811,6.90639913254512e-90,0,FBgn0027657
FBgn0036663,1.63708958008639e-91,-0.671566392817071,0.794,0.799,3.27417916017277e-88,0,FBgn0036663
FBgn0035049,1.18378163069264e-90,-0.618665332515335,0.619,0.701,2.36756326138528e-87,0,FBgn0035049
FBgn0036805,1.89265039464022e-90,-0.474942869869706,0.825,0.868,3.78530078928043e-87,0,FBgn0036805
FBgn0016059,9.62927358147044e-90,-0.346624554030789,0.754,0.806,1.92585471629409e-86,0,FBgn0016059
FBgn0085452,4.15318259734418e-89,-0.5617526783307,0.821,0.863,8.30636519468835e-86,0,FBgn0085452
FBgn0031213,9.87863718479216e-89,-0.735886979330862,0.799,0.817,1.97572743695843e-85,0,FBgn0031213
FBgn0085354,4.96326848013203e-88,-0.414965463583453,0.634,0.669,9.92653696026406e-85,0,FBgn0085354
FBgn0028691,6.74327866453852e-87,-0.252133197838242,0.749,0.802,1.3486557329077e-83,0,FBgn0028691
FBgn0038530,1.03006611088475e-85,-0.293389031784506,0.809,0.791,2.0601322217695e-82,0,FBgn0038530
FBgn0026160,2.63498567306575e-85,-0.313544508716034,0.669,0.754,5.26997134613149e-82,0,FBgn0026160
FBgn0262563,1.1510530082919e-84,-0.382658984227748,0.691,0.717,2.30210601658379e-81,0,FBgn0262563
FBgn0003074,1.39198199084019e-83,-0.265693985356248,0.713,0.77,2.78396398168037e-80,0,FBgn0003074
FBgn0263346,2.7100655712043e-82,-0.604165744254838,0.657,0.699,5.4201311424086e-79,0,FBgn0263346
FBgn0027580,5.10089910964968e-82,-0.33220210574691,0.599,0.637,1.02017982192994e-78,0,FBgn0027580
FBgn0001624,6.81869875589603e-82,-0.398950673206479,0.612,0.693,1.36373975117921e-78,0,FBgn0001624
FBgn0053192,3.43564999428024e-81,-0.268168399106309,0.748,0.656,6.87129998856049e-78,0,FBgn0053192
FBgn0265991,4.09358057939644e-81,-0.488731719760962,0.757,0.825,8.18716115879288e-78,0,FBgn0265991
FBgn0259923,4.8246985275795e-81,-0.442183847459379,0.706,0.67,9.649397055159e-78,0,FBgn0259923
FBgn0040850,2.57644580574957e-79,-0.349355169568496,0.765,0.768,5.15289161149915e-76,0,FBgn0040850
FBgn0001258,7.24955281795224e-78,-0.753452009289445,0.672,0.667,1.44991056359045e-74,0,FBgn0001258
FBgn0041171,4.03784583800549e-73,-0.308828335450836,0.668,0.685,8.07569167601097e-70,0,FBgn0041171
FBgn0261565,5.94000617293191e-71,-0.636982573227484,0.557,0.607,1.18800123458638e-67,0,FBgn0261565
FBgn0000579,2.11566940081753e-69,-0.451017963985582,0.812,0.856,4.23133880163506e-66,0,FBgn0000579
FBgn0052672,9.19104157998716e-68,-0.452762788225229,0.875,0.9,1.83820831599743e-64,0,FBgn0052672
FBgn0036518,9.34379652867262e-68,-0.52521183297531,0.823,0.857,1.86875930573452e-64,0,FBgn0036518
FBgn0032105,8.26601641754723e-66,0.255253899131678,0.693,0.676,1.65320328350945e-62,0,FBgn0032105
FBgn0051769,1.02336651059405e-65,-0.41774659741538,0.621,0.651,2.04673302118811e-62,0,FBgn0051769
FBgn0034408,4.17400933804181e-65,-0.257155096825938,0.807,0.687,8.34801867608363e-62,0,FBgn0034408
FBgn0034443,4.74363945250144e-65,-0.68203950550942,0.95,0.963,9.48727890500288e-62,0,FBgn0034443
FBgn0037541,7.56848348444916e-65,-0.393250005229112,0.56,0.62,1.51369669688983e-61,0,FBgn0037541
FBgn0024321,1.33966280596845e-62,-0.365599007095538,0.61,0.631,2.6793256119369e-59,0,FBgn0024321
FBgn0061198,1.88903654209756e-59,-0.291963541106669,0.867,0.89,3.77807308419512e-56,0,FBgn0061198
FBgn0000064,8.02053819011103e-59,-0.55274752028524,0.814,0.851,1.60410763802221e-55,0,FBgn0000064
FBgn0033635,5.13485120216153e-57,-0.548484534401473,0.912,0.942,1.02697024043231e-53,0,FBgn0033635
