"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene","Gene_name"
"FBgn0025640",0.329512782543224,-0.0845376035632271,0.208684361885673,0.0291960159852351,0.864327230860432,NA,"FBgn0025640","CG13369"
"FBgn0025635",0.0184684861726241,-0.102193202909551,1.78224440821834,-0.00822082802358182,1,NA,"FBgn0025635","CG17829"
"FBgn0001341",0.00403682221838496,-0.127415642023524,5.47041141554644,-0.000212912690074063,1,NA,"FBgn0001341","Mybbp1A"
"FBgn0003575",0.0465239099187277,-0.160859948419195,0.95737544911339,0.00210717239747282,0.963386807833748,NA,"FBgn0003575","su(sable)"
"FBgn0025634",0.0399362434342742,-0.145395661138607,1.06192079452034,-0.0317348360006235,1,NA,"FBgn0025634","CG13367"
"FBgn0025638",0.436810033289639,-0.0882000404600737,0.185867799450891,-0.00703252328366943,1,NA,"FBgn0025638","Roc1a"
"FBgn0040383",0.332130781654344,-0.77376589084694,0.259587131793417,10.9655745137788,0.000928201650681411,NA,"FBgn0040383","CG5254"
"FBgn0040382",0.0283440219336379,-0.216514186776766,1.47326601835343,0.0308757186484172,0.860517945551106,NA,"FBgn0040382",NA
"FBgn0027343",0.000508569117302276,-0.123356327921944,6.86858245471966,-0.000280863296453049,1,NA,"FBgn0027343","fz3"
"FBgn0025621",0.35978381766986,-0.115222973423394,0.207713233775568,0.041266456165431,0.839024460328471,NA,"FBgn0025621","CG16989"
"FBgn0026874",0.000607189040057315,-0.11664249571493,6.8685824718922,-0.000401507150442626,1,NA,"FBgn0026874","CG13358"
"FBgn0025616",0.000621716167316776,-0.123459070193647,6.86858245808061,-0.000267183555536121,1,NA,"FBgn0025616","CG13359"
"FBgn0015799",0.111879119990655,-0.341800399563513,0.450704857755737,1.20586286769731,0.272153020881383,NA,"FBgn0015799","Rbf"
"FBgn0025620",0.0200263590369117,-0.0901044084748327,1.69509398581209,-0.00773381333465295,1,NA,"FBgn0025620","CG13360"
"FBgn0015288",0.685091233159729,0.135680791830153,0.157408327157334,1.12400015968979,0.289058743695475,NA,"FBgn0015288",NA
"FBgn0025639",0.0655097823608484,-0.0836934921372001,0.701391476256819,-0.0280139900942231,1,NA,"FBgn0025639","Hmt4-20"
"FBgn0002579",8.56808571183578,-0.0231124964788987,0.0621337580606362,0.13700530090864,0.711276487416988,0.881808513099987,"FBgn0002579","RpL36"
"FBgn0026879",1.01121820137863,-0.25897832366134,0.127483742433148,3.8163394743242,0.0507550078732921,0.218041236328596,"FBgn0026879",NA
"FBgn0029529",0.106868541012023,-0.0221955844862368,0.468958465116196,-0.0265969822394254,1,NA,"FBgn0029529","CG13365"
"FBgn0025633",0.0563139821606426,-0.0655332312136205,0.838300183685033,-0.000132013252823526,1,NA,"FBgn0025633","CG13366"
"FBgn0040339",0.0581449556849233,-0.190920854319361,0.816996194554781,0.0455971096153007,0.830909850689454,NA,"FBgn0040339","MED22"
"FBgn0052815",0.00229077724732393,-0.101186522410328,6.54253090035245,-0.000462226787817599,1,NA,"FBgn0052815","CG32815"
"FBgn0040340",0.263708435645704,0.136702575949987,0.23521451237426,0.811533208006495,0.367667345216318,NA,"FBgn0040340","TRAM"
"FBgn0040347",0.00292067524934915,-0.1355347551035,5.99750309782809,-0.000273317589801536,1,NA,"FBgn0040347","mus81"
"FBgn0040337",0.0320773865627618,-0.0474412449298968,1.17149905799086,-0.00947044950726195,1,NA,"FBgn0040337","CG3021"
"FBgn0040398",5.39233369874021,0.654958430084542,0.138480161827318,22.1133258198934,2.57019375708782e-06,0.00026601505385859,"FBgn0040398","CG14629"
"FBgn0040397",0.00160860174397012,-0.130837026883979,6.86858239823198,-0.00023203181629583,1,NA,"FBgn0040397","CG3655"
"FBgn0026143",0.0188232961181254,-0.090895793042369,1.97217527900348,-0.00850949643756849,1,NA,"FBgn0026143","Cdc45"
"FBgn0040351",0.00150627382599209,-0.114089695542344,6.86858239182453,-0.000322658845632873,1,NA,"FBgn0040351","CG11638"
"FBgn0040349",0.00161889453465955,-0.102160673923616,6.86858239137207,-0.000397839637784614,1,NA,"FBgn0040349",NA
"FBgn0040348",0.00186930671545623,-0.11062121004357,6.86858240624545,-0.000391468864322064,1,NA,"FBgn0040348",NA
"FBgn0040346",0.0796935361490702,-0.15011925342723,0.611581457249762,-0.0189732532271591,1,NA,"FBgn0040346","CG3704"
"FBgn0040342",0,NA,NA,NA,NA,NA,"FBgn0040342",NA
"FBgn0040345",0,NA,NA,NA,NA,NA,"FBgn0040345","CG3708"
"FBgn0052814",0.000312175160816355,-0.127593079830167,6.86858246853723,-0.000233301992047075,1,NA,"FBgn0052814","CG32814"
"FBgn0040364",0.00199717289687255,-0.0937001376907005,6.86858237658565,-0.0004463562558783,1,NA,"FBgn0040364","CG11378"
"FBgn0040360",0.00251577721206125,-0.11560546540838,6.86858236915845,-0.000373329742984652,1,NA,"FBgn0040360","CG14626"
"FBgn0025642",0.000833443822702295,-0.14970151613274,6.86858246853615,7.102814615223e-05,0.993275652323746,NA,"FBgn0025642","CG32812"
"FBgn0004650",0.00240694415138977,-0.120635976639188,6.86858234963442,-0.000276496566073092,1,NA,"FBgn0004650","fs(1)N"
"FBgn0024362",0.233842502700024,-0.218168018716534,0.255549981606697,0.691822469744693,0.405545182135489,NA,"FBgn0024362","Naa30A"
"FBgn0024361",0.110325694639066,-0.0945283384384843,0.545332087106689,0.0226964272644636,0.880249186460473,NA,"FBgn0024361","Tsp2A"
"FBgn0024364",0.0480622725689443,-0.101567107169983,0.972888016322427,-0.00924770513802287,1,NA,"FBgn0024364",NA
"FBgn0024987",0.0851660798621982,-0.107549236311687,0.548905680316359,0.0465021240850092,0.829265636326096,NA,"FBgn0024987","ssx"
"FBgn0023169",0.315715326571518,-0.35211686693321,0.206186884130798,2.94844373857723,0.0859602995852996,NA,"FBgn0023169",NA
"FBgn0024985",0.32409131646647,-0.234223460164294,0.214439504273366,0.875618044689872,0.349404677136348,NA,"FBgn0024985","Rilpl"
"FBgn0027794",0.0311315620450604,-0.222064781859313,1.15564294083172,0.0557038313670546,0.813419795825061,NA,"FBgn0027794","Lrpprc2"
"FBgn0027795",0.0103146704497206,-0.18798750791739,2.71110034238452,0.00856804757779628,0.926250144387274,NA,"FBgn0027795","CG14785"
"FBgn0024986",0.145518967503581,-0.370171715671877,0.351703817531727,1.30841107263905,0.252682540913061,NA,"FBgn0024986",NA
"FBgn0000826",0.000322716992300762,-0.138647297981439,6.86858246853671,-0.000182070718039995,1,NA,"FBgn0000826",NA
"FBgn0024365",0.210793221378427,-0.364669618618189,0.280017391922395,2.10869472586546,0.146464199291997,NA,"FBgn0024365",NA
"FBgn0024360",0.0358432916165322,-0.119582902413117,1.11794277269376,-8.44613894059876e-05,1,NA,"FBgn0024360",NA
"FBgn0025641",0.53728905714001,0.247350498259606,0.167071468475552,3.28884394310353,0.0697521175909159,NA,"FBgn0025641","DAAM"
"FBgn0028550",0.160506129334497,-0.130183066750149,0.390597217286593,0.0634371920546073,0.801143550957911,NA,"FBgn0028550","Atf3"
"FBgn0026876",0.0329745639231121,-0.0866754176370332,1.24298610435165,-0.0130699879363192,1,NA,"FBgn0026876","CG11403"
"FBgn0040366",0.00872953968362801,-0.136081456074554,3.59018590551802,0.00069667716178401,0.97894256719122,NA,"FBgn0040366","CG11398"
"FBgn0026872",0.0219476658714961,-0.111498562657569,1.70653645113984,-0.00505568470885009,1,NA,"FBgn0026872","CG14777"
"FBgn0025383",0.000289779833734554,-0.127593079830167,6.86858246853723,-0.000235042142090691,1,NA,"FBgn0025383","CG14780"
"FBgn0025381",0.0793832436695153,-0.0900399213755544,0.562088976441819,-0.0100063383054021,1,NA,"FBgn0025381","rush"
"FBgn0025394",0.399435642494913,-0.448220915535706,0.195349912937649,5.31513987883591,0.0211408964845549,NA,"FBgn0025394","inc"
"FBgn0000482",0.152670488954168,-0.283660812073592,0.363831947440456,0.744583628965756,0.388196522912211,NA,"FBgn0000482","dor"
"FBgn0001189",0.178151794524,0.0636601601984621,0.303034990291688,0.236936777287156,0.62642734264679,NA,"FBgn0001189",NA
"FBgn0025391",0,NA,NA,NA,NA,NA,"FBgn0025391","Scgdelta"
"FBgn0023130",0.0199125510231578,-0.176311848389796,1.73457838221658,0.0138723235570524,0.906241320459217,NA,"FBgn0023130","a6"
"FBgn0023530",0.0275735308851239,-0.169836993744469,1.34769265295746,0.0168421815224065,0.896742519567261,NA,"FBgn0023530","CG3740"
"FBgn0025390",0.00895591764283667,-0.121555996509244,3.13353520259361,-0.000695484800246504,1,NA,"FBgn0025390",NA
"FBgn0003517",9.08662054953341,-0.10308259410184,0.0679736486644752,2.27536365265587,0.131444290325537,0.371482844439836,"FBgn0003517","sta"
"FBgn0025382",0.00572945289696908,-0.144491321423548,6.07397687431039,0.000330823977918726,0.985488423157221,NA,"FBgn0025382","Rab27"
"FBgn0052808",0.00598421445042204,-0.187727487985525,4.09578765494005,0.00216815682847482,0.962861146379408,NA,"FBgn0052808","CG32808"
"FBgn0027791",0.0617514666499316,-0.150179341417334,0.788722464231588,0.0301026588683726,0.862257501785052,NA,"FBgn0027791","O-fut2"
"FBgn0027793",0.00405703591269111,-0.133431274181243,6.80341607047426,-8.94941125864079e-05,1,NA,"FBgn0027793","CG14787"
"FBgn0026873",0.0933733231942766,-0.052009676069114,0.537210378587338,-0.0498532617268665,1,NA,"FBgn0026873","MED18"
"FBgn0023513",0.00737824793063182,-0.0967718422387671,2.96133541005895,-0.00213938192075602,1,NA,"FBgn0023513","CG14803"
"FBgn0014411",0.213753143486011,-0.16621605755112,0.269674484882134,0.198644785679335,0.655816966804368,NA,"FBgn0014411","Vps26"
"FBgn0023514",0.0420095762235594,-0.183152905054119,0.966043069470567,0.0295515791171965,0.863511643795708,NA,"FBgn0023514",NA
"FBgn0029594",0.0645397307966007,-0.116224747371913,0.686833983870212,0.0144026739387755,0.904474322589105,NA,"FBgn0029594","Coa8"
"FBgn0023519",0.130933871730991,-0.183740241049786,0.385939087126731,0.146900270836795,0.701515346372664,NA,"FBgn0023519","mRpL16"
"FBgn0023509",0.0585830452045408,-0.0777062818393451,0.82461876775156,0.0152089760777017,0.901850000179409,NA,"FBgn0023509",NA
"FBgn0023510",0.18969093788604,-0.171344684443322,0.293516806136446,0.345096195147107,0.556902268780672,NA,"FBgn0023510","Rbcn-3B"
"FBgn0023508",0.355863899006325,-0.422902231167886,0.200154990229015,4.21996993497578,0.0399508686149332,NA,"FBgn0023508","Ocrl"
"FBgn0023522",0.0524464088160506,-0.210207719517206,0.824038728807791,0.0442488139526631,0.833391376039795,NA,"FBgn0023522","CG11596"
"FBgn0023521",0.0149724964206512,-0.112430393556574,2.21372443192734,-0.00257352059895766,1,NA,"FBgn0023521","CG3587"
"FBgn0025630",0.0212881836806552,-0.178459302318621,1.55153470534828,-0.00132547765406343,1,NA,"FBgn0025630","Rtca"
"FBgn0025629",0.0472888481564099,-0.110139772252948,0.945466687756753,-0.00895997457746489,1,NA,"FBgn0025629","CG4045"
"FBgn0025628",1.07976871769514,-0.559115158195726,0.184926254022563,10.6084465212989,0.00112572228400545,0.0218460480739808,"FBgn0025628",NA
"FBgn0029596",0.0016456771054099,-0.124115862534227,6.86858241658381,-0.000190801535524088,1,NA,"FBgn0029596","CG14054"
"FBgn0025626",0.101843179688738,-0.240780959003905,0.507384852656741,0.240561339574924,0.623800979440598,NA,"FBgn0025626",NA
"FBgn0025625",0.00809504093359284,-0.114918711774289,3.23967174390441,-0.00235661030490064,1,NA,"FBgn0025625",NA
"FBgn0025631",0.418431886747366,0.138993268555569,0.201588294815346,0.740194517154123,0.389598574463356,NA,"FBgn0025631","moody"
"FBgn0000667",0.0505311246645159,-0.219394585066986,0.833868298258489,0.0544620148330068,0.815473344815031,NA,"FBgn0000667","Actn"
"FBgn0003964",0.054948230343246,-0.0828258368484972,0.80616706293041,-0.0260369912073202,1,NA,"FBgn0003964","usp"
"FBgn0023545",0.133111264863157,-0.204023044277103,0.414926682258614,0.0997779666813585,0.752096245543302,NA,"FBgn0023545","PIG-K"
"FBgn0023520",0.0140104976273843,-0.0332104279743112,1.97584760738261,-0.00415976845556543,1,NA,"FBgn0023520","CG3857"
"FBgn0023512",0.0785102795728357,-0.256160795507469,0.653374263548898,0.286744393257095,0.592314392951866,NA,"FBgn0023512","eIF2Bepsilon"
"FBgn0023511",0.153931624065863,-0.0788369119874564,0.346463570101134,-0.0778556180212036,1,NA,"FBgn0023511",NA
"FBgn0052801",0.0178866614227038,-0.0520732096725356,1.90020713918237,-0.00292296356826682,1,NA,"FBgn0052801","CG32801"
"FBgn0023518",0.0946368368200685,-0.00283804720724326,0.495273177409885,-0.00482293231380027,1,NA,"FBgn0023518",NA
"FBgn0026088",0.926903994119107,-0.362134810407183,0.142507009519623,6.01661377290384,0.0141718130111491,0.104770189046709,"FBgn0026088",NA
"FBgn0026089",0.234063326704228,-0.293840433380376,0.264095750188674,1.21415823090956,0.270510155776016,NA,"FBgn0026089","CG14817"
"FBgn0023517",0.111991573910877,-0.152249215704439,0.44506057704266,0.0748587588209375,0.78438950746803,NA,"FBgn0023517","Pgam5"
"FBgn0023516",0.107896718084695,-0.0661401031280103,0.458627048057908,-0.0581849911964127,1,NA,"FBgn0023516","Pex5"
"FBgn0023515",0.0118454459755209,-0.0901910275268479,2.53299230826538,-0.00174827099704089,1,NA,"FBgn0023515","CG14814"
"FBgn0028969",0.650810283898306,-0.144792244087883,0.151847174740622,0.351481950044217,0.553275430579027,NA,"FBgn0028969","deltaCOP"
"FBgn0026090",0.596067945084665,-0.452389628386204,0.175811265920105,6.80229571014115,0.00910407378301815,NA,"FBgn0026090","CG14812"
"FBgn0025624",0.107361241649173,-0.207021754581911,0.491453911776705,0.242696962929131,0.62226497591982,NA,"FBgn0025624","CG4025"
"FBgn0040395",0.811666018830262,0.22221556847819,0.143757970256263,3.11677464771492,0.0774900239375437,0.283043553266165,"FBgn0040395","Unc-76"
"FBgn0000382",0.127804699064938,-0.354710779365438,0.392366481131807,1.21324340533192,0.270690723771035,NA,"FBgn0000382","csw"
"FBgn0023507",0.0410333670840073,-0.0795989571109243,1.08991486926393,-0.032211046933071,1,NA,"FBgn0023507","D2hgdh"
"FBgn0004654",0.396276460067123,-0.0918776328512787,0.196450243133336,0.0208776516292346,0.885112755874064,NA,"FBgn0004654","Pgd"
"FBgn0023540",0.00471932768224265,-0.154550989739728,5.36148239958612,6.3306009678854e-07,0.999365162627386,NA,"FBgn0023540","CG3630"
"FBgn0025839",0.360966420667624,-0.00276625563604612,0.202713133752774,-0.00437040250881182,1,NA,"FBgn0025839","ND-B14.5A"
"FBgn0011576",0.00811771548613623,-0.106270099160525,3.08205552984559,-0.00162924192949276,1,NA,"FBgn0011576","Cyp4d2"
"FBgn0015036",0,NA,NA,NA,NA,NA,"FBgn0015036","Cyp4ae1"
"FBgn0003116",0.0136751117654084,-0.0508538948588379,2.22539667865359,-0.00462784250896675,1,NA,"FBgn0003116","pn"
"FBgn0040899",0.360969756044938,-0.0297432694642111,0.203841464056736,-0.0447998688027837,1,NA,"FBgn0040899","CG17776"
"FBgn0023549",0.0656444136303825,-0.0995142270047507,0.77759681326845,-0.0160061500598658,1,NA,"FBgn0023549","Mct1"
"FBgn0003048",0.197936232808887,-0.172806726197843,0.280187344881991,0.169255926813094,0.680773937344041,NA,"FBgn0003048","pcx"
"FBgn0000810",0.0165152310671488,-0.119204802793554,1.81342376434154,-0.00679562447805893,1,NA,"FBgn0000810","fs(1)K10"
"FBgn0023523",0.000586042723842114,-0.11664249571493,6.8685824718922,-0.000395577355295273,1,NA,"FBgn0023523","Or2a"
"FBgn0023527",0.0215144584477499,-0.0694834917553808,1.67010005944243,-0.00815108077654259,1,NA,"FBgn0023527","CG3071"
"FBgn0003079",0.0221969513413324,-0.127819700662857,1.50319766582449,-0.0135745346525482,1,NA,"FBgn0003079",NA
"FBgn0003159",0.0165362042748153,-0.227487774161612,2.72869582075746,0.0136103537954568,0.907126778107147,NA,"FBgn0003159","CG2841"
"FBgn0040389",0.102263244783584,-0.0756678056458011,0.485043158719686,-0.0598244024204178,1,NA,"FBgn0040389","mRpL14"
"FBgn0044047",0.231492229652493,0.160116653104868,0.264274828743734,1.08729094302862,0.297072228677919,NA,"FBgn0044047","Ilp6"
"FBgn0040392",0.00182151929363604,-0.119854686691098,6.86858238663916,-0.00030510416178231,1,NA,"FBgn0040392","CG14050"
"FBgn0023526",0.427665382441287,0.482960278982514,0.196691773489933,8.34795618522639,0.00386121417827238,NA,"FBgn0023526","CG2865"
"FBgn0023529",0.149466837341712,-0.127914537496113,0.369128812893566,0.0352466960521269,0.851079661264231,NA,"FBgn0023529","CG2918"
"FBgn0023528",0.178797650509661,-0.179147922655369,0.30350065532205,0.216512516580678,0.641710151284882,NA,"FBgn0023528","CG2924"
"FBgn0027296",0.0618959137815708,-0.16877576389744,0.728217680168118,0.0836499617298614,0.772410708348891,NA,"FBgn0027296","temp"
"FBgn0023525",0.00950697573724061,-0.117179651146646,3.36801813632135,-0.0019195708961206,1,NA,"FBgn0023525","CG3191"
"FBgn0000377",0.0529655421076148,-0.0075392380368319,0.807404820314667,-0.00385135510646251,1,NA,"FBgn0000377","crn"
"FBgn0001330",0.00408823924909593,-0.118532364675107,5.20892914123865,-4.59993587185181e-05,1,NA,"FBgn0001330","kz"
"FBgn0004397",3.14154377746787,-0.00565701745981415,0.0747936459775262,0.00573114287908538,0.939654345236683,0.984022509935885,"FBgn0004397","Vinc"
"FBgn0023542",0.0376277743346436,-0.158189349710171,1.02387192016807,-0.0131419460917641,1,NA,"FBgn0023542","Nmd3"
"FBgn0023541",0.000866443696269318,-0.160754797823069,6.86858246854259,0.000155625413626126,0.990046655029825,NA,"FBgn0023541","Cyp4d14"
"FBgn0005670",0.0064764868729601,-0.153080339998955,3.58277069268807,0.000929925362640915,0.975672538059373,NA,"FBgn0005670","Cyp4d1"
"FBgn0004655",0.0590239146874666,-0.175706334447444,0.796751882309049,-0.0102150749712564,1,NA,"FBgn0004655",NA
"FBgn0013432",0.0685195917326735,-0.310137826765299,0.664289490626983,0.44154036305963,0.506379923224214,NA,"FBgn0013432",NA
"FBgn0004861",0.0306839686996446,-0.189392449161316,1.35352292402904,0.0466083133321717,0.829073814881371,NA,"FBgn0004861",NA
"FBgn0004860",0.0819079722925115,-0.139191630491691,0.600516116662506,0.0572328836969973,0.810924177156767,NA,"FBgn0004860","ph-d"
"FBgn0040394",0.112589324634474,-0.247873719985288,0.445159524972277,0.438580253824057,0.507808503522367,NA,"FBgn0040394","CG16903"
"FBgn0040066",0.0566357161945737,0.0236676509932373,0.798328239925607,0.0222758592628907,0.881355583033139,NA,"FBgn0040066",NA
"FBgn0001404",1.21257088499172,0.220114078936252,0.120769357784211,3.51702800435851,0.0607412760742218,0.241068364111553,"FBgn0001404",NA
"FBgn0040336",0.0549869667009564,-0.0857479568593314,0.817947923327268,-0.0229297694293109,1,NA,"FBgn0040336",NA
"FBgn0040334",0.0536407690911433,-0.248414612968074,0.840030650440081,0.230143232759701,0.631417643900965,NA,"FBgn0040334","Tsp3A"
"FBgn0029629",0.544964259468282,-0.0925562522460934,0.174949932946483,0.211667110869712,0.645463865878772,NA,"FBgn0029629","eIF3g1"
"FBgn0011566",0.036203140075629,-0.0373406620666391,1.25786145842491,-0.00961730333915511,1,NA,"FBgn0011566","Smyd3"
"FBgn0011606",0.016746605356042,-0.127127587803751,1.93176370688869,-0.00349460672100577,1,NA,"FBgn0011606",NA
"FBgn0040375",0.017231577200702,-0.14215563469449,2.06701816803132,-0.00135289882734924,1,NA,"FBgn0040375","CG13760"
"FBgn0040388",0.00145551582089531,-0.106434318800609,6.8685824250666,-0.00038639756013481,1,NA,"FBgn0040388","boi"
"FBgn0003714",0.0954640580337918,-0.0824445127906897,0.541629951089343,0.00155161716429575,0.968578996513122,NA,"FBgn0003714","tko"
"FBgn0003371",1.95955822988434,0.0606674484177746,0.102244543657551,0.353027719404054,0.552404195311945,0.79291218046142,"FBgn0003371","sgg"
"FBgn0024993",0.00330524648748602,-0.10351859974399,5.6075350725415,-0.000853020966872009,1,NA,"FBgn0024993","CG2662"
"FBgn0024996",0.201615019988253,-0.0817000294566517,0.288654094738981,-0.078956574228414,1,NA,"FBgn0024996","eIF2Bbeta"
"FBgn0024991",0.0196783249173772,-0.075691482505248,1.79823829428761,-0.00803605603857704,1,NA,"FBgn0024991",NA
"FBgn0000928",0.000713642659014641,-0.119132543519053,6.86858245366388,-0.00028878943936661,1,NA,"FBgn0000928",NA
"FBgn0000520",0.0212061470538155,-0.118052373298901,1.65289122196896,-0.00309329008950954,1,NA,"FBgn0000520",NA
"FBgn0024975",0.0130000473295041,-0.155941323895706,2.83904567505362,0.00306115146457842,0.955877415592803,NA,"FBgn0024975",NA
"FBgn0040384",0.0231981227259496,-0.105658936491213,1.57769140810353,-0.0072161078209092,1,NA,"FBgn0040384","CG32795"
"FBgn0024980",0.0987442042899306,-0.171703040079754,0.544500902929345,0.0392070511702514,0.843039035504895,NA,"FBgn0024980","Syx4"
"FBgn0000376",0.00481250066415981,-0.0842924588142641,4.50618644978,-0.00120623492585992,1,NA,"FBgn0000376",NA
"FBgn0024973",0.123634992094206,-0.204218061973255,0.439234178130376,0.233060229084458,0.629263940497848,NA,"FBgn0024973","CG2701"
"FBgn0024998",0.0397302036888147,-0.155366139070794,1.09895143621795,0.0215193257074588,0.883373027157477,NA,"FBgn0024998",NA
"FBgn0024994",0.106812958297237,-0.159504758918104,0.493723307472416,0.0774281147082547,0.780813486769743,NA,"FBgn0024994","Ugalt"
"FBgn0024992",0.099276743595141,-0.128454534703535,0.510948576470369,0.0496261864373082,0.823715018264871,NA,"FBgn0024992","Spg7"
"FBgn0000092",0.00567687113826207,-0.129975269945804,5.48560995557804,-0.000457756040958657,1,NA,"FBgn0000092","dyw"
"FBgn0025838",0.00146779029618418,-0.121814361079893,6.8685824290169,-0.00018103589233931,1,NA,"FBgn0025838","CG2652"
"FBgn0004647",0.0474208970843054,-0.292111876388244,1.13881419861047,0.0850756688716956,0.770533338625734,NA,"FBgn0004647","N"
"FBgn0040396",0.272315563941559,-0.178029808940328,0.234382255664982,0.400091081052324,0.527042222574269,NA,"FBgn0040396","CG3939"
"FBgn0000479",0.323368087046016,0.248388918217291,0.217803584927548,2.14395530405727,0.143132439306596,NA,"FBgn0000479","dnc"
"FBgn0029660",0.000711165861138357,-0.14970151613274,6.86858246853615,2.86058767144937e-05,0.995732577701273,NA,"FBgn0029660",NA
"FBgn0029662",0.00177008938243635,-0.140150730554875,6.86858236450728,-0.000144087973239948,1,NA,"FBgn0029662","CG12206"
"FBgn0029659",0.00785971235013634,-0.0966824966113098,3.01713572882803,-0.00196877891767144,1,NA,"FBgn0029659","CG16782"
"FBgn0029658",0.000570396564174867,-0.127696713909178,6.86858247189168,-0.000241372563451137,1,NA,"FBgn0029658","CG14269"
"FBgn0029657",0.00145793556963109,-0.104452009317157,6.86858239409442,-0.000372010066882922,1,NA,"FBgn0029657","CG12535"
"FBgn0000644",0.00441700753579215,-0.13245223534708,5.15993460979077,-2.89326783331489e-05,1,NA,"FBgn0000644","Fcp3C"
"FBgn0028746",0.0980722584435038,-0.158121372914335,0.537455379537551,0.0447874851192864,0.832395282100587,NA,"FBgn0028746","CG18508"
"FBgn0029645",0,NA,NA,NA,NA,NA,"FBgn0029645","CG14422"
"FBgn0029648",0.0279853903595177,-0.195837562596606,1.28122313805791,0.0260098188567781,0.871876340789239,NA,"FBgn0029648","CG3603"
"FBgn0028369",0.00181876082713479,-0.104687353865074,6.86858239235432,-0.000403822486020999,1,NA,"FBgn0028369","kirre"
"FBgn0003285",0.0140897973512428,-0.119777432651406,2.41515335544876,-0.000638341894955374,1,NA,"FBgn0003285","rst"
"FBgn0029664",0.0368636189888271,-0.0914716455399206,1.08654859557041,-0.0314713292989381,1,NA,"FBgn0029664",NA
"FBgn0029666",0.149259249911956,0.0541228120335989,0.383238249676194,0.188353364612794,0.664290645834302,NA,"FBgn0029666","CG10803"
