"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene","Gene_name"
"FBgn0031081",0,NA,NA,NA,NA,NA,"FBgn0031081","Nep3"
"FBgn0031085",0.0024285806138644,-0.0527190782825148,6.71649688720134,0.00028004549569971,0.986648376188318,1,"FBgn0031085","CG9570"
"FBgn0031088",0.000125242430089592,-0.026030953783868,6.71649693253845,2.92236219969766e-05,0.995686746662203,1,"FBgn0031088","CG15322"
"FBgn0040784",0,NA,NA,NA,NA,NA,"FBgn0040784",NA
"FBgn0031086",0,NA,NA,NA,NA,NA,"FBgn0031086","fd19B"
"FBgn0031082",0,NA,NA,NA,NA,NA,"FBgn0031082","CG17003"
"FBgn0031080",0.0337783472378497,0.00828265083061027,1.23527275173616,0.000339698946049793,0.985295083135574,1,"FBgn0031080","CG12655"
"FBgn0053217",0.0440467368236171,-0.033396313786773,1.0184288343991,0.00268482403930648,0.958675874092882,1,"FBgn0053217","CG33217"
"FBgn0052350",0.0311250611799579,-0.00426751218337426,1.4675756709399,-7.4931491553798e-06,1,1,"FBgn0052350","Vps11"
"FBgn0024733",8.63088891201562,-0.0368819944729534,0.0570163725537466,0.417746108627398,0.518063840099022,1,"FBgn0024733","RpL10"
"FBgn0040372",0.116634813754919,0.246746002476552,0.478079029507915,0.712471001488666,0.398624717786451,1,"FBgn0040372","G9a"
"FBgn0000316",0.0685548751913081,-0.0874627142188554,0.734983166105109,0.0277159790200585,0.867778302777634,1,"FBgn0000316","cin"
"FBgn0024989",0.00115667795833686,-0.0282548538139434,6.71649690955094,2.4478811120332e-05,0.996052397182187,1,"FBgn0024989","CG3777"
"FBgn0040371",0.00458594720915269,-0.0123552355346739,5.08362662834855,-1.56027770970013e-05,1,1,"FBgn0040371","CG12470"
"FBgn0029521",0.0025852704424975,0.0233140041071967,6.71649592601677,4.83753746607363e-05,0.994450565487424,1,"FBgn0029521","Or1a"
"FBgn0029522",0.0318479841282326,-0.00787931978024096,1.35990686279987,2.82314692867658e-05,0.995760596454684,1,"FBgn0029522","CG13373"
"FBgn0052817",0.00578367713252162,-0.0165209443595061,4.57585838497238,9.13931832258186e-05,0.992372357176819,1,"FBgn0052817","CG32817"
"FBgn0029524",0.0138657743686574,-0.0299713066673293,2.17183845924695,0.000158302275622191,0.98996142235903,1,"FBgn0029524","CG3176"
"FBgn0023536",0.0336686802580148,0.0866035456698835,1.34356042386802,0.0192837721079968,0.889556021166571,1,"FBgn0023536","CG3156"
"FBgn0023535",0.0012228739916928,-0.0318606148459218,6.71649670792609,4.37422527994613e-05,0.994722995452784,1,"FBgn0023535",NA
"FBgn0023537",0.466236566839112,0.312300187021691,0.189326861249414,2.73088771422954,0.0984245633526627,1,"FBgn0023537","CG17896"
"FBgn0029525",0.0308834494306046,-0.0248073082295062,1.31507242209838,0.00399273405503209,0.949616732807029,1,"FBgn0029525","CG18273"
"FBgn0029523",0.00355703059071371,-0.0122263101942501,6.35971555092848,-1.17430978434641e-05,1,1,"FBgn0029523","CR18275"
"FBgn0010019",0,NA,NA,NA,NA,NA,"FBgn0010019","Cyp4g1"
"FBgn0052816",0.0633175220501099,0.225878784287537,0.936779972413002,0.212614702934616,0.644725700331899,1,"FBgn0052816","CG32816"
"FBgn0040370",0.000895842812661776,-0.0240897768194016,6.71649692607871,1.28937399637152e-05,0.997134973905574,1,"FBgn0040370","CG13375"
"FBgn0040373",0.0340679494334218,-0.0389472563910516,1.243840077121,0.00198809866105876,0.964435628056372,1,"FBgn0040373","CG3038"
"FBgn0000108",0.00335948596057013,0.0922361528664299,6.7164941209115,0.000451138942267448,0.983054180880034,1,"FBgn0000108","Appl"
"FBgn0025640",0.176591957705123,0.0134383007390471,0.323778181364809,-0.00349250375847987,1,1,"FBgn0025640","CG13369"
"FBgn0025635",0.023900275141177,-0.0129297872436376,1.65602263849507,-0.00015108061927549,1,1,"FBgn0025635","CG17829"
"FBgn0001341",0.0400303021869448,0.147784549432523,1.11755059980269,0.0631713240024965,0.801551977222978,1,"FBgn0001341","Mybbp1A"
"FBgn0003575",0.0291887615172476,0.0436831510103919,1.34197591083575,0.00547691835879505,0.941005448032523,1,"FBgn0003575","su(sable)"
"FBgn0025634",0.0342394823277423,0.0772638316703845,1.23362739016848,0.0169955175094856,0.896276186737054,1,"FBgn0025634","CG13367"
"FBgn0025638",0.386119778549559,0.128842757156243,0.197912378396451,0.31454230638974,0.574906128849652,1,"FBgn0025638","Roc1a"
"FBgn0040383",0.0657580000581701,0.180446628033786,0.784248161506456,0.218892083193623,0.639885395064689,1,"FBgn0040383","CG5254"
"FBgn0040382",0.0534887772438162,-0.0865800669148011,0.953390077563,0.0373508639258944,0.846752441019536,1,"FBgn0040382",NA
"FBgn0027343",0.0060337049086206,0.0139575382020619,4.08077309399414,0.000112286878220402,0.991545334344331,1,"FBgn0027343","fz3"
