"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene","Gene_name"
"FBgn0020371",0.00284696635268315,-0.182942852030353,6.46291998631787,-0.000342227943306739,1,NA,"FBgn0020371","Tim17b2"
"FBgn0030657",0.012035224354585,-0.246176585793124,3.63626618914734,0.00735226807441336,0.931668836732692,NA,"FBgn0030657","cerv"
"FBgn0043070",1.27844371416511,0.174152339791301,0.194797462028178,0.804306751095737,0.369808833100173,0.747709497231086,"FBgn0043070","MESK2"
"FBgn0029941",0.119096214318992,0.0169542470384362,0.685303373463941,0.0192944611087569,0.889525612146148,NA,"FBgn0029941","CG1677"
"FBgn0036574",0.0454158295654091,-0.289193455616387,1.3666827686419,0.0697618564009872,0.791683832747192,NA,"FBgn0036574","elg1"
"FBgn0003118",0.611788407255222,0.29550897520235,0.24847303209735,1.7220756027682,0.189426088427814,0.5752724593177,"FBgn0003118","pnt"
"FBgn0004595",0.00309040115100174,-0.220950616414017,6.46292044155794,0.00118340563292207,0.972557654578963,NA,"FBgn0004595","pros"
"FBgn0016038",0.152699914762655,-0.154699406181566,0.515935278363675,-0.0458000965206793,1,NA,"FBgn0016038",NA
"FBgn0033566",0.0667526462892824,-0.248025074209531,1.12454085362329,0.0600605320622662,0.806400292701956,NA,"FBgn0033566","CG18004"
"FBgn0036646",0,NA,NA,NA,NA,NA,"FBgn0036646","CR18217"
"FBgn0033285",0.00746069958907722,-0.283672758355259,4.26414576493617,0.00495489963739715,0.943882416243204,NA,"FBgn0033285","CG18449"
"FBgn0003189",0.0546300894643351,-0.112704911717144,1.12747748535687,-0.0124026709312375,1,NA,"FBgn0003189",NA
"FBgn0032202",0.069466392990122,0.101084457865172,0.980149580261812,0.109644967641316,0.740548697607528,NA,"FBgn0032202","REPTOR-BP"
"FBgn0002773",0.0866608700806886,-0.122735144902708,0.923140326716471,-0.030252585275889,1,NA,"FBgn0002773","Mlc2"
"FBgn0031450",0.142131677724401,-0.130075618520628,0.556468673941151,-0.058362541995848,1,NA,"FBgn0031450","Hrs"
"FBgn0050159",0.0977018071602136,-0.131221224959776,0.793240979812201,-0.0407277825362371,1,NA,"FBgn0050159","CG30159"
"FBgn0061435",0.00266864010484257,-0.214746067491772,6.4629204934721,0.000716884019311692,0.978639440511899,NA,"FBgn0061435","CG30270"
"FBgn0050423",0.618603450240046,0.125487691933386,0.256515111491323,0.331109500926232,0.565006502943998,0.858747172126373,"FBgn0050423","CG30423"
"FBgn0038194",0.0031351065826313,-0.171347134931815,6.46292036923106,-0.000191021843392036,1,NA,"FBgn0038194","Cyp6d5"
"FBgn0005666",0.00310097903416664,-0.18459438227011,6.46292018406038,-4.09609356921692e-05,1,NA,"FBgn0005666","bt"
"FBgn0052442",0.0140924657630386,-0.100351173475088,2.77432410616407,-0.0037303855602886,1,NA,"FBgn0052442",NA
"FBgn0052656",0.000521882535724823,-0.193839149879633,6.46292067058029,1.42926909703078e-05,0.996983550709459,NA,"FBgn0052656","Muc11A"
"FBgn0023531",0.002133262148174,-0.218560898178867,6.46292025857181,0.000688757627003156,0.979062567687681,NA,"FBgn0023531","CG32809"
"FBgn0053170",0.282837434118524,0.0483048534882718,0.321299637526653,0.125930765839257,0.722689043694583,NA,"FBgn0053170","CG33170"
"FBgn0053198",0.0922796973575839,-0.0284317811814239,0.818220997395675,-0.00880614148763925,1,NA,"FBgn0053198",NA
"FBgn0035802",0,NA,NA,NA,NA,NA,"FBgn0035802","Pura"
"FBgn0032120",0.320003485580817,-0.020615062471511,0.293858137598457,-0.0233338036275654,1,NA,"FBgn0032120","CG33298"
"FBgn0041723",0.00258182491136219,-0.195368629033642,6.46292045078419,-2.48974752707909e-05,1,NA,"FBgn0041723","rho-5"
"FBgn0053318",0.00477027474980493,-0.196835522037876,6.46291966658276,0.000487850696572423,0.982378283274847,NA,"FBgn0053318","CR33318"
"FBgn0053319",0.00140841966775347,-0.152016555733885,6.46292045046306,-0.000544270996606144,1,NA,"FBgn0053319","CR33319"
"FBgn0053459",0.012258620726934,-0.17935443737832,3.47771569435779,-0.00306988532423702,1,NA,"FBgn0053459","CG33459"
"FBgn0052311",0.00808951267824395,-0.107390719664441,4.03350387123807,-0.00160924391312278,1,NA,"FBgn0052311","zormin"
"FBgn0003016",0.021769461234271,-0.0542685303853884,2.26214887732783,-0.00621175153492004,1,NA,"FBgn0003016","osp"
"FBgn0035028",0.0779648053089034,-0.14503246358447,0.930614756508723,-0.0180369574088672,1,NA,"FBgn0035028","Start1"
"FBgn0015925",0.0199567733413099,-0.122364229978233,2.51987903207811,-0.00421634109119395,1,NA,"FBgn0015925",NA
"FBgn0013305",0.502792313667768,0.0774689134940584,0.268643417470931,0.196066276448619,0.657914947789462,0.879894381393224,"FBgn0013305",NA
"FBgn0021761",0.10581755675949,-0.0775736855010463,0.714784583740253,-0.00459925113227655,1,NA,"FBgn0021761",NA
"FBgn0038474",0.0445123537515373,-0.372793258107575,1.44727970206597,0.132166248634803,0.716196487360847,NA,"FBgn0038474","mRpS11"
"FBgn0025456",0,NA,NA,NA,NA,NA,"FBgn0025456","CREG"
"FBgn0026379",0.0676701852375701,-0.11835748238315,1.11154534518855,-0.0244587701091632,1,NA,"FBgn0026379","Pten"
